name	id	type	tf	target	essential	developmental	human.ortholog	tumor.suppressor	proapoptotic	blood_cancer	breast_cancer	colorectal_cancer	gastric_cancer	liver_cancer	lung_cancer	nervous_system_cancer	pancreatic_cancer	prostate_cancer	sarcoma	skin_cancer
Smarcd2	ENSMUSG00000078619.10	protein_coding	F	F	T	F	SMARCD2	F	F	T	F	T	F	F	F	F	F	F	F	F
Tcam1	ENSMUSG00000020712.11	protein_coding	F	F	F	F		F	F	F	F	T	F	F	F	F	F	F	F	F
Cd79b	ENSMUSG00000040592.11	protein_coding	F	T	F	F	CD79B	F	F	F	F	T	F	F	F	F	F	F	F	F
Scn4a	ENSMUSG00000001027.7	protein_coding	F	F	T	F	SCN4A	F	F	T	F	T	F	F	F	F	F	F	F	F
Prr29	ENSMUSG00000009210.10	protein_coding	F	F	F	F	PRR29	F	F	F	F	F	F	F	F	F	F	F	F	F
Icam2	ENSMUSG00000001029.15	protein_coding	F	T	F	F	ICAM2	F	F	T	F	F	F	F	F	F	F	F	F	F
Ern1	ENSMUSG00000020715.9	protein_coding	F	T	T	F	ERN1	F	F	T	F	F	F	T	F	F	F	F	F	F
Tex2	ENSMUSG00000040548.16	protein_coding	F	F	F	F	TEX2	F	F	T	F	F	F	T	F	F	F	F	F	F
Pecam1	ENSMUSG00000020717.19	protein_coding	F	T	F	F	PECAM1	F	F	T	F	F	F	F	F	F	F	F	F	F
Milr1	ENSMUSG00000040528.15	protein_coding	F	F	F	F	MILR1	F	F	T	F	F	F	F	F	F	F	F	F	F
Polg2	ENSMUSG00000020718.12	protein_coding	F	F	T	F	POLG2	F	F	F	F	T	F	T	F	F	F	F	F	F
Ddx5	ENSMUSG00000020719.14	protein_coding	T	T	T	F	DDX5	F	F	F	F	T	F	T	F	F	F	F	F	F
Cep95	ENSMUSG00000018372.13	protein_coding	F	F	F	F	CEP95	F	F	T	F	T	T	T	F	F	F	F	F	F
Smurf2	ENSMUSG00000018363.16	protein_coding	T	F	T	F	SMURF2	F	F	T	F	T	T	T	F	F	T	F	F	F
Kpna2	ENSMUSG00000018362.14	protein_coding	T	F	F	F	KPNA2	F	F	F	F	T	F	F	F	F	F	F	F	F
1810010H24Rik	ENSMUSG00000078607.5	protein_coding	F	F	F	F	C17orf58	F	F	F	F	T	F	F	F	F	F	F	F	F
Bptf	ENSMUSG00000040481.17	protein_coding	F	F	T	T	BPTF	F	F	T	F	T	F	T	F	T	T	F	F	T
Nol11	ENSMUSG00000018433.14	protein_coding	F	F	F	F	NOL11	F	F	F	F	F	F	F	F	F	F	F	F	F
Pitpnc1	ENSMUSG00000040430.18	protein_coding	F	F	F	F		F	F	T	F	F	F	F	F	F	F	F	F	F
Psmd12	ENSMUSG00000020720.13	protein_coding	F	F	F	F	PSMD12	F	F	T	F	F	F	T	F	F	F	F	F	F
Helz	ENSMUSG00000020721.16	protein_coding	F	F	F	F	HELZ	F	F	T	T	F	F	F	F	F	F	F	F	F
Cacng1	ENSMUSG00000020722.5	protein_coding	F	F	F	F	CACNG1	F	F	F	F	F	F	F	F	F	F	F	F	F
Cacng4	ENSMUSG00000020723.3	protein_coding	F	F	F	F	CACNG4	F	F	F	F	F	F	F	F	F	F	F	F	F
Cacng5	ENSMUSG00000040373.12	protein_coding	F	F	F	F	CACNG5	F	F	F	F	F	F	F	F	F	F	F	F	F
Prkca	ENSMUSG00000050965.14	protein_coding	F	T	F	T	PRKCA	F	F	T	F	T	T	F	F	T	T	F	F	F
Apoh	ENSMUSG00000000049.11	protein_coding	F	F	T	T	APOH	F	F	F	F	T	F	T	F	F	F	F	F	F
Cep112	ENSMUSG00000020728.17	protein_coding	F	F	F	F	CEP112	F	F	F	F	T	F	T	F	F	F	F	F	F
Axin2	ENSMUSG00000000142.15	protein_coding	F	T	T	T	AXIN2	T	F	F	F	F	F	F	F	F	F	F	F	F
Rgs9	ENSMUSG00000020599.13	protein_coding	F	F	F	T	RGS9	F	F	F	F	T	F	F	F	F	F	F	F	F
Gna13	ENSMUSG00000020611.14	protein_coding	F	F	T	T	GNA13	F	F	F	F	T	F	T	F	T	T	F	F	F
9930022D16Rik	ENSMUSG00000045065.7	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Amz2	ENSMUSG00000020610.16	protein_coding	F	F	F	F	AMZ2	F	F	F	F	T	F	F	F	F	F	F	F	F
Slc16a6	ENSMUSG00000041920.14	protein_coding	F	F	F	F	SLC16A6	F	F	F	F	T	F	F	F	F	F	F	F	F
Arsg	ENSMUSG00000020604.13	protein_coding	F	F	F	F	ARSG	F	F	T	F	T	F	F	F	F	F	F	F	F
Wipi1	ENSMUSG00000041895.15	protein_coding	F	F	F	F	WIPI1	F	F	T	F	F	F	F	F	F	F	F	F	F
Prkar1a	ENSMUSG00000020612.16	protein_coding	F	F	T	T	PRKAR1A	T	F	F	F	F	F	F	F	F	F	F	F	F
Fam20a	ENSMUSG00000020614.13	protein_coding	F	F	T	F	FAM20A	F	F	T	F	F	F	T	F	F	F	F	F	F
1700012B07Rik	ENSMUSG00000020617.13	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Abca8b	ENSMUSG00000020620.14	protein_coding	F	F	F	F	ABCA8	F	F	F	F	F	F	F	F	F	F	F	F	F
Abca8a	ENSMUSG00000041828.15	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Abca9	ENSMUSG00000041797.7	protein_coding	F	F	F	F	ABCA9	F	F	F	F	F	F	F	F	F	F	F	F	F
Abca6	ENSMUSG00000044749.13	protein_coding	F	F	F	F	ABCA6	F	F	F	F	F	F	T	F	F	F	F	F	F
Abca5	ENSMUSG00000018800.14	protein_coding	F	F	T	F	ABCA5	F	F	F	F	F	F	F	F	F	F	F	F	F
Map2k6	ENSMUSG00000020623.11	protein_coding	F	F	F	F	MAP2K6	F	F	F	F	F	F	F	F	F	F	F	F	F
Kcnj16	ENSMUSG00000051497.15	protein_coding	F	F	F	F	KCNJ16	F	F	F	F	F	F	F	F	F	F	F	F	F
Kcnj2	ENSMUSG00000041695.2	protein_coding	F	F	T	F	KCNJ2	F	F	F	F	F	F	F	F	F	F	F	F	F
Sox9	ENSMUSG00000000567.5	protein_coding	T	T	T	T	SOX9	F	F	F	F	T	F	F	F	F	F	F	F	F
Slc39a11	ENSMUSG00000041654.15	protein_coding	F	F	F	F	SLC39A11	F	F	F	F	F	F	F	F	F	F	F	F	F
Sstr2	ENSMUSG00000047904.6	protein_coding	F	T	F	T	SSTR2	F	F	F	F	F	F	F	F	F	F	F	F	F
Cog1	ENSMUSG00000018661.17	protein_coding	F	F	F	F	COG1	F	F	F	F	F	F	F	F	F	F	F	F	F
Fam104a	ENSMUSG00000041629.7	protein_coding	F	F	F	F	FAM104B	F	F	F	F	F	F	T	F	T	F	F	F	F
D11Wsu47e	ENSMUSG00000041623.17	protein_coding	F	F	F	F	C17orf80	F	F	F	F	F	F	F	F	T	F	F	F	F
Cpsf4l	ENSMUSG00000018727.19	protein_coding	F	F	F	F	CPSF4L	F	F	F	F	F	F	F	F	F	F	F	F	F
Cdc42ep4	ENSMUSG00000041598.7	protein_coding	F	F	F	F	CDC42EP4	F	F	F	F	F	F	T	F	F	F	F	F	F
Sdk2	ENSMUSG00000041592.16	protein_coding	F	F	F	F	SDK2	F	F	F	F	F	F	F	F	F	F	F	F	F
Rpl38	ENSMUSG00000057322.12	protein_coding	F	F	T	F	RPL38	F	F	F	F	F	F	F	F	F	F	F	F	F
Ttyh2	ENSMUSG00000034714.9	protein_coding	F	F	F	F	TTYH2	F	F	F	F	F	F	F	F	F	F	F	F	F
Dnaic2	ENSMUSG00000034706.16	protein_coding	F	F	F	F	DNAI2	F	F	F	F	F	F	F	F	F	F	F	F	F
Kif19a	ENSMUSG00000010021.13	protein_coding	F	F	T	F	KIF19	F	F	F	F	F	F	F	F	F	F	F	F	F
Btbd17	ENSMUSG00000000202.9	protein_coding	F	F	F	F	BTBD17	F	F	F	F	F	F	F	F	F	F	F	F	F
Gpr142	ENSMUSG00000034677.9	protein_coding	F	F	F	F	GPR142	F	F	F	F	F	F	F	F	F	F	F	F	F
Gprc5c	ENSMUSG00000051043.16	protein_coding	F	F	F	F	GPRC5C	F	F	F	F	F	F	F	F	F	F	F	F	F
Cd300a	ENSMUSG00000034652.12	protein_coding	F	F	F	F	CD300LD	F	F	F	F	F	F	F	F	F	F	F	F	F
Cd300lb	ENSMUSG00000063193.8	protein_coding	F	F	F	F	CD300LB	F	F	F	F	F	F	F	F	F	F	F	F	F
Cd300c2	ENSMUSG00000044811.13	protein_coding	F	F	F	F	CD300C	F	F	F	F	F	F	F	F	F	F	F	F	F
Cd300e	ENSMUSG00000048498.7	protein_coding	F	F	F	F	CD300E	F	F	F	F	F	F	F	F	F	F	F	F	F
Rab37	ENSMUSG00000020732.13	protein_coding	F	F	F	F	RAB37	F	F	T	F	F	F	F	F	F	F	F	F	F
Cd300lf	ENSMUSG00000047798.15	protein_coding	F	F	F	T	CD300LF	F	F	F	F	F	F	F	F	F	F	F	F	F
Slc9a3r1	ENSMUSG00000020733.3	protein_coding	F	F	T	F	SLC9A3R1	T	F	F	F	F	F	F	F	F	F	F	F	F
Nat9	ENSMUSG00000015542.17	protein_coding	F	F	F	F	NAT9	F	F	F	F	F	F	F	F	F	F	F	F	F
Tmem104	ENSMUSG00000045980.13	protein_coding	F	F	F	F	TMEM104	F	F	F	F	F	F	F	F	F	F	F	F	F
Grin2c	ENSMUSG00000020734.13	protein_coding	F	F	F	F	GRIN2C	F	F	F	F	F	F	F	F	F	F	F	F	F
Fdxr	ENSMUSG00000018861.8	protein_coding	F	T	F	F		F	F	F	F	F	F	T	F	F	F	F	F	F
Fads6	ENSMUSG00000044788.10	protein_coding	F	F	F	F	FADS6	F	F	F	F	F	F	T	F	F	F	F	F	F
Otop2	ENSMUSG00000050201.9	protein_coding	F	F	F	F	OTOP2	F	F	F	F	T	F	F	F	F	F	F	F	F
Otop3	ENSMUSG00000018862.11	protein_coding	F	F	F	F	OTOP3	F	F	F	F	T	F	F	F	F	F	F	F	F
Hid1	ENSMUSG00000034586.14	protein_coding	F	F	F	F	HID1	F	F	F	F	T	F	F	F	F	F	F	F	F
Cdr2l	ENSMUSG00000050910.5	protein_coding	F	F	F	F	CDR2L	F	F	F	F	T	F	F	F	F	F	F	F	F
Mrpl58	ENSMUSG00000018858.15	protein_coding	F	F	F	F	MRPL58	F	F	F	F	F	F	F	F	F	F	F	F	F
Atp5h	ENSMUSG00000034566.10	protein_coding	F	F	F	F	ATP5PD	F	F	T	F	T	F	T	F	F	F	F	F	F
Kctd2	ENSMUSG00000016940.18	protein_coding	F	F	F	F	KCTD2	F	F	T	F	T	F	F	F	F	F	F	F	F
Trim80	ENSMUSG00000070332.4	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Slc16a5	ENSMUSG00000045775.15	protein_coding	F	F	F	F	SLC16A5	F	F	T	F	T	F	F	F	F	F	F	F	F
Armc7	ENSMUSG00000057219.11	protein_coding	F	F	T	F	ARMC7	F	F	T	F	T	F	T	F	F	F	F	F	F
Nt5c	ENSMUSG00000020736.12	protein_coding	F	F	F	F	NT5C	F	F	F	F	T	F	F	F	F	F	F	F	F
Hn1	ENSMUSG00000020737.12	protein_coding	F	F	F	F		F	F	T	F	T	F	T	F	F	F	F	F	F
Sumo2	ENSMUSG00000020738.16	protein_coding	F	F	T	F		F	F	T	F	T	F	T	F	F	T	F	F	F
Nup85	ENSMUSG00000020739.11	protein_coding	F	F	T	F	NUP85	F	F	T	F	T	F	F	F	F	F	F	F	F
Gga3	ENSMUSG00000020740.13	protein_coding	F	F	T	F	GGA3	F	F	F	F	T	F	F	F	F	F	F	F	F
Mrps7	ENSMUSG00000046756.10	protein_coding	F	F	F	F	MRPS7	F	F	F	F	T	F	F	F	F	F	F	F	F
Mif4gd	ENSMUSG00000020743.15	protein_coding	F	F	F	F	MIF4GD	F	F	F	F	T	F	F	F	F	F	F	F	F
Slc25a19	ENSMUSG00000020744.13	protein_coding	F	F	T	F	SLC25A19	F	F	F	F	T	F	F	F	F	F	F	F	F
Grb2	ENSMUSG00000059923.13	protein_coding	F	T	T	T	GRB2	F	F	T	F	T	F	T	F	F	T	F	T	F
Tmem94	ENSMUSG00000020747.17	protein_coding	F	F	F	F	TMEM94	F	F	F	F	F	F	F	F	F	F	F	F	F
Caskin2	ENSMUSG00000034471.12	protein_coding	F	F	F	F	CASKIN2	F	F	F	F	T	F	F	F	F	F	F	F	F
Tsen54	ENSMUSG00000020781.14	protein_coding	F	F	F	F	TSEN54	F	F	F	F	T	F	F	F	F	F	F	F	F
Llgl2	ENSMUSG00000020782.18	protein_coding	F	T	T	F	LLGL2	F	F	F	F	T	F	F	F	F	F	F	F	F
Myo15b	ENSMUSG00000034427.16	protein_coding	F	F	F	F	MYO15B	F	F	F	F	F	F	F	F	F	F	F	F	F
Recql5	ENSMUSG00000020752.11	protein_coding	F	F	F	F	RECQL5	F	F	T	F	T	F	F	F	F	F	F	F	F
Smim5	ENSMUSG00000048442.15	protein_coding	F	F	F	F	SMIM5	F	F	F	F	T	F	F	F	F	F	F	F	F
Smim6	ENSMUSG00000075420.6	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Sap30bp	ENSMUSG00000020755.9	protein_coding	F	F	F	F	SAP30BP	F	F	T	F	T	F	F	F	F	T	F	F	F
Itgb4	ENSMUSG00000020758.15	protein_coding	F	T	T	T	ITGB4	F	F	F	F	T	F	F	F	F	F	F	F	F
Galk1	ENSMUSG00000020766.4	protein_coding	F	T	F	F	GALK1	F	F	F	F	T	F	F	F	F	F	F	F	F
H3f3b	ENSMUSG00000016559.14	protein_coding	F	F	T	T	H3-5	F	F	T	F	T	T	F	F	F	F	F	F	F
Unk	ENSMUSG00000020770.13	protein_coding	F	F	F	F	UNK	F	F	F	F	T	F	F	F	F	F	F	F	F
Unc13d	ENSMUSG00000057948.12	protein_coding	F	F	F	F	UNC13D	F	F	F	F	F	F	T	F	F	F	F	F	F
Wbp2	ENSMUSG00000034341.17	protein_coding	F	T	F	F	WBP2	F	F	T	F	F	F	F	F	F	F	F	F	F
Trim47	ENSMUSG00000020773.11	protein_coding	F	F	F	F	TRIM47	F	F	T	F	F	F	F	F	F	F	F	F	F
Trim65	ENSMUSG00000054517.9	protein_coding	F	F	F	F	TRIM65	F	F	T	F	F	F	F	F	F	F	F	F	F
Mrpl38	ENSMUSG00000020775.13	protein_coding	F	F	F	F	MRPL38	F	F	F	F	F	F	F	F	F	F	F	F	F
Fbf1	ENSMUSG00000020776.18	protein_coding	F	F	F	F	FBF1	F	F	F	F	F	F	F	F	F	F	F	F	F
Acox1	ENSMUSG00000020777.16	protein_coding	F	T	T	F	ACOX1	F	F	T	F	F	F	T	F	F	F	F	F	F
Ten1	ENSMUSG00000020778.12	protein_coding	F	F	F	F	TEN1-CDK3	F	F	F	F	F	F	T	F	F	F	F	F	F
Evpl	ENSMUSG00000034282.3	protein_coding	F	T	F	T	EVPL	F	F	F	F	F	F	F	F	F	F	F	F	F
Srp68	ENSMUSG00000020780.15	protein_coding	F	F	F	F	SRP68	F	F	F	F	F	F	T	F	F	F	F	F	F
Galr2	ENSMUSG00000020793.5	protein_coding	F	F	F	T	GALR2	F	F	F	F	F	T	T	F	F	F	F	F	F
Exoc7	ENSMUSG00000020792.15	protein_coding	F	F	F	F	EXOC7	F	F	T	F	F	F	F	F	F	F	F	F	F
Foxj1	ENSMUSG00000034227.7	protein_coding	T	T	T	T	FOXJ1	F	F	F	F	F	F	F	F	F	F	F	F	F
Rnf157	ENSMUSG00000052949.14	protein_coding	F	F	F	F	RNF157	F	F	T	F	F	F	F	F	F	F	F	F	F
Ubald2	ENSMUSG00000050628.6	protein_coding	F	F	F	F	UBALD2	F	F	T	F	F	F	F	F	F	F	F	F	F
Qrich2	ENSMUSG00000070331.14	protein_coding	F	F	F	F	QRICH2	F	F	F	F	F	F	F	F	F	F	F	F	F
Prpsap1	ENSMUSG00000015869.16	protein_coding	F	F	F	F	PRPSAP1	F	F	F	F	F	F	T	F	F	F	F	F	F
Sphk1	ENSMUSG00000061878.15	protein_coding	F	T	F	T	SPHK1	F	F	F	F	F	F	F	F	F	F	F	F	F
Ube2o	ENSMUSG00000020802.8	protein_coding	F	F	T	F	UBE2O	F	F	T	F	F	F	F	F	F	F	F	F	F
Aanat	ENSMUSG00000020804.12	protein_coding	F	T	F	F	AANAT	F	F	F	F	F	F	F	F	F	F	F	F	F
Rhbdf2	ENSMUSG00000020806.15	protein_coding	F	F	F	F	RHBDF2	F	F	T	F	F	F	T	F	F	F	F	F	F
Cygb	ENSMUSG00000020810.5	protein_coding	F	T	F	F	CYGB	T	F	F	F	F	F	F	F	F	F	F	F	F
Gm11744	ENSMUSG00000075410.12	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
1810032O08Rik	ENSMUSG00000020812.17	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
St6galnac2	ENSMUSG00000110170.1	protein_coding	F	T	F	F	ST6GALNAC2	F	F	F	F	F	F	F	F	F	F	F	F	F
Mxra7	ENSMUSG00000020814.13	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Jmjd6	ENSMUSG00000056962.11	protein_coding	F	F	T	T	JMJD6	F	F	F	F	T	F	T	F	F	F	F	F	F
Mettl23	ENSMUSG00000090266.10	protein_coding	F	F	F	F	METTL23	F	F	T	F	F	F	T	F	F	F	F	F	F
Srsf2	ENSMUSG00000034120.18	protein_coding	F	F	T	F	SRSF2	F	F	F	F	F	F	T	F	F	F	F	F	F
Mfsd11	ENSMUSG00000020818.16	protein_coding	F	F	F	F	MFSD11	F	F	T	F	F	F	T	F	F	F	F	F	F
Mgat5b	ENSMUSG00000043857.16	protein_coding	F	T	F	F	MGAT5B	F	F	T	F	F	F	F	F	F	F	F	F	F
Sec14l1	ENSMUSG00000020823.16	protein_coding	F	F	F	F	SEC14L1	F	F	F	F	F	F	F	F	F	F	F	F	F
Sept9	ENSMUSG00000059248.13	protein_coding	F	F	T	F		F	F	T	F	T	F	T	F	F	T	F	F	F
Tnrc6c	ENSMUSG00000025571.13	protein_coding	F	F	F	F	TNRC6C	F	F	T	F	T	F	T	F	T	T	F	T	F
Tmc6	ENSMUSG00000025572.17	protein_coding	F	F	F	F	TMC6	F	F	F	F	T	F	F	F	F	F	F	F	F
Tmc8	ENSMUSG00000050106.17	protein_coding	F	F	F	F	TMC8	F	F	F	F	T	F	F	F	F	F	F	F	F
6030468B19Rik	ENSMUSG00000025573.4	protein_coding	F	F	F	F	C17orf99	F	F	T	F	T	F	F	F	F	F	F	F	F
Syngr2	ENSMUSG00000048277.15	protein_coding	F	F	F	F	SYNGR2	F	F	F	F	T	F	F	F	F	F	F	F	F
Gm20708	ENSMUSG00000093485.1	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Tk1	ENSMUSG00000025574.13	protein_coding	F	T	T	F	TK1	F	F	F	F	T	F	F	F	F	F	F	F	F
Afmid	ENSMUSG00000017718.15	protein_coding	F	F	F	F	AFMID	F	F	F	F	T	F	F	F	F	F	F	F	F
Birc5	ENSMUSG00000017716.15	protein_coding	F	T	T	T	BIRC5	F	F	F	F	F	F	F	F	F	F	F	F	F
Tha1	ENSMUSG00000017713.9	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Socs3	ENSMUSG00000053113.3	protein_coding	F	T	T	T	SOCS3	T	F	F	F	F	F	F	F	F	F	F	F	F
Pgs1	ENSMUSG00000017715.11	protein_coding	F	F	T	F	PGS1	F	F	F	F	F	F	F	F	F	F	F	F	F
Dnah17	ENSMUSG00000033987.16	protein_coding	F	F	F	F	DNAH17	F	F	T	F	F	F	F	F	F	F	F	F	F
Cyth1	ENSMUSG00000017132.17	protein_coding	F	F	F	F	CYTH1	F	F	T	F	T	F	T	F	F	F	F	F	F
Usp36	ENSMUSG00000033909.17	protein_coding	F	F	T	F	USP36	F	F	F	F	F	F	T	F	F	F	F	F	F
Timp2	ENSMUSG00000017466.9	protein_coding	F	T	F	T	TIMP2	F	F	T	F	F	F	F	F	T	F	F	F	F
BC100451	ENSMUSG00000076433.4	protein_coding	F	F	F	F		F	F	F	F	F	F	T	F	F	F	F	F	F
Lgals3bp	ENSMUSG00000033880.11	protein_coding	F	F	F	F	LGALS3BP	F	F	F	F	F	F	F	F	F	F	F	F	F
Cant1	ENSMUSG00000025575.14	protein_coding	F	F	T	F	CANT1	F	F	F	T	F	F	F	F	F	F	F	F	F
C1qtnf1	ENSMUSG00000017446.14	protein_coding	F	F	F	F	C1QTNF1	F	F	F	F	F	F	F	F	F	F	F	F	F
Engase	ENSMUSG00000033857.12	protein_coding	F	F	F	F	ENGASE	F	F	F	F	T	F	F	F	F	F	F	F	F
Rbfox3	ENSMUSG00000025576.17	protein_coding	F	F	F	F	RBFOX3	F	F	F	F	F	F	F	F	T	F	F	F	F
Cbx2	ENSMUSG00000025577.7	protein_coding	F	T	T	T	CBX2	F	F	F	F	F	F	F	F	F	F	F	F	F
Cbx8	ENSMUSG00000025578.9	protein_coding	F	F	F	F	CBX8	F	F	F	F	F	F	F	F	F	F	F	F	F
Cbx4	ENSMUSG00000039989.7	protein_coding	F	F	T	F	CBX4	F	F	F	F	F	F	F	F	F	F	F	F	F
Tbc1d16	ENSMUSG00000039976.4	protein_coding	F	F	F	F	TBC1D16	F	F	T	F	F	F	F	F	F	F	F	F	F
Ccdc40	ENSMUSG00000039963.18	protein_coding	F	F	T	T		F	F	F	F	F	F	F	F	F	F	F	F	F
Gaa	ENSMUSG00000025579.14	protein_coding	F	F	F	T	GAA	F	F	F	F	F	F	F	F	F	F	F	F	F
Eif4a3	ENSMUSG00000025580.15	protein_coding	F	F	F	F	EIF4A3	F	F	F	F	F	F	F	F	F	F	F	F	F
Card14	ENSMUSG00000013483.14	protein_coding	F	F	F	F	CARD14	F	F	T	F	F	F	F	F	F	F	F	F	F
Sgsh	ENSMUSG00000005043.13	protein_coding	F	F	T	F	SGSH	F	F	F	F	F	F	F	F	F	F	F	F	F
Slc26a11	ENSMUSG00000039908.14	protein_coding	F	F	F	F	SLC26A11	F	F	F	F	F	F	F	F	F	F	F	F	F
Rnf213	ENSMUSG00000070327.14	protein_coding	F	F	F	F	RNF213	F	F	F	F	F	F	F	F	F	F	F	F	F
Endov	ENSMUSG00000039850.16	protein_coding	F	F	F	F	ENDOV	F	F	F	F	F	F	F	F	F	F	F	F	F
Nptx1	ENSMUSG00000025582.4	protein_coding	F	F	F	F	NPTX1	F	F	F	F	F	F	F	F	F	F	F	F	F
Rptor	ENSMUSG00000025583.15	protein_coding	F	F	T	F	RPTOR	F	F	T	F	F	F	T	F	T	F	F	F	F
Chmp6	ENSMUSG00000025371.12	protein_coding	F	F	T	F	CHMP6	F	F	F	F	F	F	F	F	F	F	F	F	F
Baiap2	ENSMUSG00000025372.16	protein_coding	F	F	T	F	BAIAP2	F	F	T	T	F	T	T	F	T	F	F	F	F
Aatk	ENSMUSG00000025375.15	protein_coding	F	T	F	F	AATK	F	F	T	F	F	F	F	F	F	F	F	F	F
Cep131	ENSMUSG00000039781.14	protein_coding	F	F	F	F	CEP131	F	F	F	F	F	F	F	F	F	F	F	F	F
Tepsin	ENSMUSG00000025377.14	protein_coding	F	F	F	F	TEPSIN	F	F	F	F	F	F	F	F	F	F	F	F	F
Ndufaf8	ENSMUSG00000078572.3	protein_coding	F	F	F	F	NDUFAF8	F	F	F	F	F	F	F	F	F	F	F	F	F
Slc38a10	ENSMUSG00000061306.15	protein_coding	F	F	F	F	SLC38A10	F	F	T	F	F	F	F	F	F	F	F	F	F
Bahcc1	ENSMUSG00000039741.15	protein_coding	F	F	T	T	BAHCC1	F	F	T	F	F	F	F	F	F	F	F	F	F
Actg1	ENSMUSG00000062825.15	protein_coding	F	F	T	T	ACTG1	F	F	F	F	F	F	F	F	F	F	F	F	F
0610009L18Rik	ENSMUSG00000043644.4	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Fscn2	ENSMUSG00000025380.2	protein_coding	F	F	F	T	FSCN2	F	F	F	F	F	F	F	F	F	F	F	F	F
Faap100	ENSMUSG00000025384.15	protein_coding	F	F	F	F	FAAP100	F	F	F	F	F	F	F	F	F	F	F	F	F
Nploc4	ENSMUSG00000039703.15	protein_coding	F	F	T	F	NPLOC4	F	F	T	F	T	F	T	F	F	F	F	F	T
Pde6g	ENSMUSG00000025386.2	protein_coding	F	F	F	F	PDE6G	F	F	T	F	F	F	F	F	F	F	F	F	F
Oxld1	ENSMUSG00000039670.2	protein_coding	F	F	F	F	OXLD1	F	F	F	F	F	F	F	F	F	F	F	F	F
Ccdc137	ENSMUSG00000049957.14	protein_coding	F	F	T	F	CCDC137	F	F	F	F	F	F	F	F	F	F	F	F	F
Arl16	ENSMUSG00000057594.12	protein_coding	F	F	F	F	ARL16	F	F	F	F	F	F	F	F	F	F	F	F	F
Hgs	ENSMUSG00000025793.15	protein_coding	F	F	T	F	HGS	F	F	F	F	T	F	T	F	F	F	F	F	F
Mrpl12	ENSMUSG00000039640.7	protein_coding	F	F	F	F	MRPL12	F	F	F	F	F	F	F	F	F	F	F	F	F
Slc25a10	ENSMUSG00000025792.9	protein_coding	F	F	F	F	SLC25A10	F	F	F	F	T	F	F	F	F	F	F	F	F
Gcgr	ENSMUSG00000025127.15	protein_coding	T	T	T	F	GCGR	F	F	F	F	F	F	F	F	F	F	F	F	F
Fam195b	ENSMUSG00000061111.8	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
P4hb	ENSMUSG00000025130.11	protein_coding	F	T	T	F	P4HB	F	F	F	F	T	T	T	F	T	F	F	F	F
Arhgdia	ENSMUSG00000025132.13	protein_coding	F	F	T	F	ARHGDIA	F	F	T	F	T	T	F	F	F	T	F	F	F
Alyref	ENSMUSG00000025134.2	protein_coding	F	F	F	F	ALYREF	F	F	T	F	F	F	F	F	F	F	F	F	F
Anapc11	ENSMUSG00000025135.12	protein_coding	F	F	F	F		F	F	T	F	F	F	T	F	F	F	F	F	F
Npb	ENSMUSG00000044034.11	protein_coding	F	F	F	F	NPB	F	F	F	F	F	F	F	F	F	F	F	F	F
Pcyt2	ENSMUSG00000025137.15	protein_coding	F	F	T	F	PCYT2	F	F	F	F	F	T	T	F	F	F	F	F	F
Sirt7	ENSMUSG00000025138.14	protein_coding	F	F	T	F	SIRT7	F	F	F	F	F	T	F	F	F	F	F	F	F
Mafg	ENSMUSG00000051510.13	protein_coding	T	F	T	T	MAFG	F	F	F	F	F	F	F	F	F	F	F	F	F
Pycr1	ENSMUSG00000025140.15	protein_coding	F	F	F	F	PYCR1	F	F	F	F	F	F	F	F	F	F	F	T	F
Myadml2	ENSMUSG00000025141.2	protein_coding	F	F	F	F	MYADML2	F	F	F	F	F	F	F	F	F	F	F	F	F
Notum	ENSMUSG00000042988.10	protein_coding	F	T	F	F	NOTUM	F	F	T	F	F	F	F	F	F	F	F	F	F
Aspscr1	ENSMUSG00000025142.17	protein_coding	F	F	F	F	ASPSCR1	F	F	T	F	F	F	F	F	F	F	F	F	F
Stra13	ENSMUSG00000025144.17	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Lrrc45	ENSMUSG00000025145.13	protein_coding	F	F	F	F	LRRC45	F	F	F	F	F	F	F	F	F	F	F	F	F
Rac3	ENSMUSG00000018012.11	protein_coding	F	F	F	T	RAC3	F	F	F	F	F	F	F	F	F	F	F	F	F
