from	to	type
Srebf1	Adipoq	Activation
Srebf1	Ankrd2	Activation
Srebf1	Cd5l	Activation
Srebf1	Cdkn1a	Activation
Srebf1	Cidea	Activation
Srebf1	Clu	Activation
Srebf1	Cyp8b1	Activation
Srebf1	Elovl3	Activation
Srebf1	Elovl5	Unknown
Srebf1	Fabp6	Unknown
Srebf1	Fas	Unknown
Srebf1	Fasn	Activation
Srebf1	Fbxw7	Repression
Srebf1	Gck	Unknown
Srebf1	Gpam	Unknown
Srebf1	Hmgcr	Unknown
Srebf1	Hmox1	Unknown
Srebf1	Il17a	Repression
Srebf1	Kcnj3	Repression
Srebf1	Lep	Activation
Srebf1	Lipe	Activation
Srebf1	Mstn	Unknown
Srebf1	Nlrp1a	Activation
Srebf1	Npc1	Activation
Srebf1	Nr0b2	Activation
Srebf1	Pla2g6	Activation
Srebf1	Ppargc1a	Activation
Srebf1	Ptgds	Unknown
Srebf1	Retn	Activation
Srebf1	Scd1	Activation
Srebf1	Slc2a4	Activation
Srebf1	Thrsp	Activation
Srebf2	Acss2	Activation
Srebf2	Cdkn1a	Activation
Srebf2	Cyp3a11	Repression
Srebf2	Fabp6	Unknown
Srebf2	Hmgcr	Unknown
Srebf2	Hmgcs1	Unknown
Srebf2	Hmox1	Unknown
Srebf2	Hnf4a	Repression
Srebf2	Mvk	Activation
Srebf2	Npc1	Activation
Srebf2	Pcsk9	Activation
Srebf2	Srd5a2	Unknown
Srf	Acta2	Unknown
Srf	Actg2	Unknown
Srf	Aqp2	Unknown
Srf	Barx2	Unknown
Srf	Ckm	Activation
Srf	Egr1	Activation
Srf	Fos	Activation
Srf	Hmgxb4	Unknown
Srf	Kcnmb1	Activation
Srf	Klf3	Unknown
Srf	Mmp14	Activation
Srf	Mmp2	Activation
Srf	Myh11	Activation
Srf	Mylk	Activation
Srf	Myod1	Activation
Srf	Nppa	Activation
Srf	Tagln	Activation
Srf	Tgfb1i1	Activation
Srrt	Sox2	Activation
Sry	Sox9	Repression
Sry	Wt1	Unknown
Ssb	Lamb1	Activation
Stat1	App	Unknown
Stat1	Bace1	Unknown
Stat1	Cd36	Activation
Stat1	Cd40	Unknown
Stat1	Cebpd	Activation
Stat1	Cfb	Activation
Stat1	Ciita	Activation
Stat1	Cxcl10	Activation
Stat1	Cxcl9	Activation
Stat1	Duox2	Unknown
Stat1	Egr1	Unknown
Stat1	Fcgr1	Unknown
Stat1	Gbp2	Activation
Stat1	Gfi1	Activation
Stat1	Ifnb1	Activation
Stat1	Ifng	Activation
Stat1	Il27	Unknown
Stat1	Il6	Repression
Stat1	Irf1	Activation
Stat1	Irf7	Activation
Stat1	Irf9	Unknown
Stat1	Mdm2	Repression
Stat1	Mt1	Unknown
Stat1	Nos2	Activation
Stat1	Pdcd1	Activation
Stat1	Pou3f1	Unknown
Stat1	Pparg	Unknown
Stat1	Rc3h1	Activation
Stat1	Runx2	Unknown
Stat1	Socs1	Activation
Stat1	Socs3	Activation
Stat1	Tbx21	Activation
Stat1	Trp53	Activation
Stat1	Upp1	Activation
Stat2	Irf7	Activation
Stat2	Pdcd1	Activation
Stat2	Trp53	Unknown
Stat3	Akt1	Activation
Stat3	Bace1	Unknown
Stat3	Batf	Unknown
Stat3	Bcl2	Activation
Stat3	Bcl2l1	Activation
Stat3	Cav1	Repression
Stat3	Ccl20	Unknown
Stat3	Ccnd1	Activation
Stat3	Ccnd2	Activation
Stat3	Ccnd3	Activation
Stat3	Cdkn1b	Unknown
Stat3	Cdkn2d	Activation
Stat3	Cebpd	Unknown
Stat3	Col1a1	Activation
Stat3	Cxcl11	Activation
Stat3	S1pr1	Activation
Stat3	Eed	Unknown
Stat3	Egr1	Activation
Stat3	Entpd1	Activation
Stat3	Epor	Unknown
Stat3	Fos	Unknown
Stat3	Gfap	Activation
Stat3	Gfi1	Repression
Stat3	Hamp	Unknown
Stat3	Hgf	Unknown
Stat3	Hif1a	Activation
Stat3	Igfbp5	Activation
Stat3	Il10	Unknown
Stat3	Il12a	Repression
Stat3	Il17f	Activation
Stat3	Il21	Activation
Stat3	Il23a	Activation
Stat3	Il6	Unknown
Stat3	Jak3	Activation
Stat3	Klf4	Activation
Stat3	Lif	Activation
Stat3	Ly6a	Unknown
Stat3	Maf	Activation
Stat3	Mdc1	Unknown
Stat3	Mir21a	Activation
Stat3	Mmp1a	Unknown
Stat3	Mmp2	Activation
Stat3	Mmp9	Repression
Stat3	Mt1	Unknown
Stat3	Muc1	Unknown
Stat3	Myc	Activation
Stat3	Nhlh2	Activation
Stat3	Nkx2-5	Unknown
Stat3	Nos2	Activation
Stat3	Nostrin	Repression
Stat3	Nr0b1	Unknown
Stat3	Nt5e	Activation
Stat3	Pcsk1	Unknown
Stat3	Phb	Unknown
Stat3	Pik3r1	Unknown
Stat3	Pkd1	Unknown
Stat3	Pnp	Unknown
Stat3	Prdm1	Activation
Stat3	Pten	Activation
Stat3	Rc3h1	Activation
Stat3	Reg3g	Unknown
Stat3	Rela	Repression
Stat3	Rnls	Unknown
Stat3	Slc9a3	Unknown
Stat3	Socs3	Activation
Stat3	Sox6	Activation
Stat3	Spi1	Unknown
Stat3	Srebf1	Repression
Stat3	Stat3	Unknown
Stat3	Tcf4	Activation
Stat3	Tgfb1	Activation
Stat3	Tnf	Unknown
Stat3	Trh	Unknown
Stat3	Trp53	Repression
Stat3	Twist1	Activation
Stat3	Twist2	Activation
Stat3	Vegfa	Activation
Stat3	Vip	Activation
Stat3	Wnt3a	Unknown
Stat4	Ifng	Activation
Stat4	Il18r1	Unknown
Stat4	Irf4	Unknown
Stat4	Nos2	Activation
Stat4	Prdx3	Unknown
Stat4	Tbx21	Activation
Stat4	Ifngas1	Activation
Stat5a	Ar	Unknown
Stat5a	Bcl2l1	Activation
Stat5a	Cdkn2b	Activation
Stat5a	Clnk	Unknown
Stat5a	Csf2	Unknown
Stat5a	Csf3	Repression
Stat5a	Csn1s1	Unknown
Stat5a	Csn2	Activation
Stat5a	Dpagt1	Activation
Stat5a	Dpf3	Unknown
Stat5a	Epor	Unknown
Stat5a	Fam89b	Activation
Stat5a	Grb10	Unknown
Stat5a	Il10	Activation
Stat5a	Il2ra	Activation
Stat5a	Il9	Unknown
Stat5a	Mir21a	Unknown
Stat5a	Nr3c1	Repression
Stat5a	Pck1	Unknown
Stat5a	Pdk4	Unknown
Stat5a	Prf1	Unknown
Stat5a	Psap	Unknown
Stat5a	Sftpb	Activation
Stat5a	Socs2	Activation
Stat5a	Socs3	Activation
Stat5b	Ar	Unknown
Stat5b	Ccnd2	Activation
Stat5b	Csn2	Activation
Stat5b	Dpf3	Unknown
Stat5b	Slc10a1	Activation
Stat6	Bcl2l1	Activation
Stat6	Csn2	Unknown
Stat6	Egr1	Unknown
Stat6	Fcer2a	Activation
Stat6	Foxp3	Unknown
Stat6	Gata3	Activation
Stat6	Gfi1	Activation
Stat6	Hand2	Activation
Stat6	Il24	Unknown
Stat6	Il4	Activation
Stat6	Il9	Unknown
Stat6	Itgb3	Unknown
Stat6	Ncoa3	Unknown
Stat6	Tfec	Unknown
Stat6	Tnf	Unknown
Stat6	Zfp157	Unknown
Sufu	Gli2	Repression
Sufu	Gli3	Repression
Suz12	Bcl2l11	Unknown
Suz12	Cdh1	Unknown
Suz12	Dkk1	Unknown
Suz12	Mir200b	Repression
Syt1	Cdh5	Unknown
Syt1	Myc	Unknown
Taf12	Cyp24a1	Unknown
Taf4b	Zbtb16	Unknown
Taf4b	Ret	Unknown
Taf4b	Stra8	Unknown
Taf9	Trp53	Activation
Tal1	Ccnd1	Activation
Tal1	Epb42	Activation
Tal1	Erg	Activation
Tal1	Kit	Unknown
Tal1	Myog	Repression
Tal1	Pdzk1ip1	Activation
Tal1	Runx1	Activation
Tal1	Smad6	Activation
Tal1	Tcf3	Repression
Tal1	Tfdp2	Activation
Tardbp	Add2	Unknown
Tardbp	Ran	Unknown
Tax1bp3	Myod1	Repression
Tbp	Csrp3	Unknown
Tbp	Fgf23	Unknown
Tbp	Fos	Activation
Tbp	Nf1	Repression
Tbp	Ntrk1	Repression
Tbp	Polr2f	Unknown
Tbp	Prg2	Activation
Tbpl1	Nf1	Activation
Tbpl1	Prm1	Unknown
Tbpl1	Prm2	Unknown
Tbpl1	Tnp1	Unknown
Tbr1	Auts2	Unknown
Tbx1	C1qbp	Repression
Tbx1	Fgf10	Unknown
Tbx1	Fgf8	Activation
Tbx1	Flt4	Activation
Tbx1	Mef2c	Repression
Tbx1	Pitx2	Repression
Tbx1	Ripply3	Repression
Tbx1	Ywhae	Repression
Tbx18	Snai2	Unknown
Tbx19	Pomc	Activation
Tbx2	Cdkn1a	Repression
Tbx2	Cdkn1b	Repression
Tbx2	Cdkn2a	Repression
Tbx2	Gja1	Repression
Tbx2	Gja3	Unknown
Tbx2	Grem1	Repression
Tbx2	Mycn	Repression
Tbx2	Nppa	Repression
Tbx2	Tyrp1	Repression
Tbx20	Mef2c	Activation
Tbx20	Nkx2-5	Activation
Tbx20	Nppa	Repression
Tbx20	Tbx2	Repression
Tbx21	Gata3	Repression
Tbx21	Hand2	Activation
Tbx21	Ifng	Activation
Tbx21	Il21	Repression
Tbx21	Il23r	Unknown
Tbx21	Il4	Repression
Tbx21	Il7	Activation
Tbx21	S1pr5	Activation
Tbx21	Spp1	Activation
Tbx21	Ifngas1	Activation
Tbx3	Bglap	Repression
Tbx3	Cdkn1a	Repression
Tbx3	Gja1	Repression
Tbx3	Gja5	Repression
Tbx3	Hnf1b	Repression
Tbx3	Ibsp	Repression
Tbx3	Nppa	Repression
Tbx3	Onecut1	Repression
Tbx3	Runx2	Repression
Tbx3	Sp7	Repression
Tbx4	Shox2	Unknown
Tbx5	Atp2a2	Activation
Tbx5	Fgf10	Activation
Tbx5	Id2	Unknown
Tbx5	Ifi204	Activation
Tbx5	Nppa	Activation
Tbx6	Dll1	Unknown
Tbx6	Hes7	Activation
Tbx6	Mesp2	Unknown
Tbx6	Myf5	Activation
Tcf12	Acta2	Activation
Tcf12	Cldn4	Unknown
Tcf12	Id2	Unknown
Tcf12	Myog	Activation
Tcf12	Ptcra	Unknown
Tcf12	Smarcc1	Unknown
Tcf19	Ccne1	Repression
Tcf20	Mmp3	Unknown
Tcf21	Akr1b8	Repression
Tcf21	Ar	Unknown
Tcf21	Cdkn1a	Repression
Tcf21	Nr5a1	Repression
Tcf21	Rhox5	Unknown
Tcf21	Sf1	Repression
Tcf3	Acta2	Activation
Tcf3	Adipoq	Activation
Tcf3	Aicda	Repression
Tcf3	Atxn3	Unknown
Tcf3	Ccl21a	Activation
Tcf3	Ccl21b	Activation
Tcf3	Ccl21c	Activation
Tcf3	Ccnd3	Activation
Tcf3	Cd19	Activation
Tcf3	Cd5	Repression
Tcf3	Cd7	Unknown
Tcf3	Cd79a	Unknown
Tcf3	Cdh1	Unknown
Tcf3	Cdkn1a	Activation
Tcf3	Ckm	Activation
Tcf3	Cldn4	Unknown
Tcf3	Col2a1	Activation
Tcf3	Ebf1	Unknown
Tcf3	Epb42	Activation
Tcf3	Esrrb	Repression
Tcf3	Foxo1	Activation
Tcf3	Foxp3	Unknown
Tcf3	Id1	Activation
Tcf3	Igll1	Unknown
Tcf3	Insm1	Activation
Tcf3	Kit	Unknown
Tcf3	Lef1	Repression
Tcf3	Mir302a	Repression
Tcf3	Myl2	Repression
Tcf3	Nanog	Repression
Tcf3	Neurog1	Repression
Tcf3	Notch1	Unknown
Tcf3	Nr0b2	Unknown
Tcf3	Nr5a2	Repression
Tcf3	Pax5	Unknown
Tcf3	Ptcra	Activation
Tcf3	Smarcc1	Unknown
Tcf3	Tcl1	Repression
Tcf3	Tpt1	Activation
Tcf3	Ube2i	Unknown
Tcf3	Ung	Repression
Tcf3	Vcam1	Unknown
Tcf4	Notum	Activation
Tcf4	Acta2	Activation
Tcf4	Cd44	Activation
Tcf4	Cdh1	Repression
Tcf4	Cdx2	Activation
Tcf4	Cops5	Activation
Tcf4	Edn1	Activation
Tcf4	Fgf18	Unknown
Tcf4	Fn1	Activation
Tcf4	Hmga1	Unknown
Tcf4	Id2	Unknown
Tcf4	Id3	Activation
Tcf4	Mitf	Repression
Tcf4	Myc	Unknown
Tcf4	Plaur	Activation
Tcf4	Ptgs2	Activation
Tcf4	Smc3	Unknown
Tcf4	Sstr2	Repression
Tcf4	Hnf1a	Unknown
Tcf7	Bcl2l1	Activation
Tcf7	Cd4	Repression
Tcf7	Runx2	Activation
Tcf7l2	Cd44	Activation
Tcf7l2	Cdx1	Activation
Tcf7l2	Myod1	Activation
Tcfl5	Tcfl5	Unknown
Tead2	Fgfr4	Unknown
Tead2	Pax3	Activation
Tead2	Trp53	Unknown
Tead4	Acta2	Unknown
Tead4	Fgfr4	Activation
Tead4	Ppp1r16a	Activation
Tead4	Vegfb	Activation
Tef	Bik	Activation
Tfap2a	Apoe	Unknown
Tfap2a	Cebpa	Repression
Tfap2a	Dmd	Unknown
Tfap2a	Hoxa7	Activation
Tfap2a	Hoxa9	Activation
Tfap2a	Itpr1	Unknown
Tfap2a	Kctd13	Unknown
Tfap2a	Lhcgr	Unknown
Tfap2a	Meis1	Activation
Tfap2a	Vegfa	Unknown
Tfap2b	Adipoq	Repression
Tfap2c	Cdk6	Repression
Tfap2c	Cdkn1a	Repression
Tfap2c	Dmrt1	Repression
Tfap2c	Dnmt3b	Repression
Tfap2c	Dnmt3l	Repression
Tfap2c	Fgf4	Repression
Tfap2c	Hsd3b6	Unknown
Tfap2c	Kit	Repression
Tfap2c	Klf4	Unknown
Tfap2c	Nanos3	Repression
Tfap2c	Sfrp1	Repression
Tfap2d	Bhlhe23	Activation
Tfap2d	Pou4f3	Activation
Tfcp2	Tyms	Unknown
Tfdp1	Ccnd1	Repression
Tfdp1	Cdkn1a	Activation
Tfdp1	Mybl2	Activation
Tfdp1	Tcf3	Unknown
Tfdp1	Trp53	Repression
Tfe3	Ppargc1a	Unknown
Tfe3	Txnip	Repression
Tgfb1	Col1a2	Activation
Tgfb1	Foxp3	Activation
Tgfb1	Klf6	Activation
Tgfb1	Mycn	Unknown
Tgfb1	Tbx21	Repression
Tgfb1i1	Ar	Unknown
Tgfb1i1	Ccl2	Repression
Tgfb1i1	Rgcc	Unknown
Tgfb1i1	Tgfb1	Activation
Tgfb1i1	Tpt1	Activation
Thra	Abcd2	Activation
Thra	Jag1	Unknown
Thrap3	Cebpa	Activation
Thrap3	Fabp4	Activation
Thrap3	Pparg	Activation
Thrb	Abcd2	Repression
Thrb	Ccnd1	Activation
Thrb	Mlxipl	Activation
Thrb	Tshb	Repression
Tial1	Thy1	Unknown
Tle2	Arx	Unknown
Tle2	Hes1	Unknown
Tle2	Nkx2-2	Unknown
Tle2	Nkx6-1	Unknown
Tle3	Nanog	Unknown
Tle3	Nkx2-2	Unknown
Tlr4	Csf3	Activation
Tlx3	Pou4f1	Unknown
Tlx3	Prrxl1	Activation
Tlx3	Ret	Activation
Tnf	Casp3	Activation
Tnf	Mmp9	Activation
Tnfaip3	Bax	Activation
Tnfaip3	Ppara	Activation
Tob1	Ccnd1	Unknown
Trim13	Apoa1	Repression
Trim13	Ppig	Unknown
Trim24	Stat1	Repression
Trim28	Hbb-y	Repression
Trim28	Myc	Unknown
Trim28	Sox9	Unknown
Trim28	Zfx	Unknown
Trim32	Ccl20	Activation
Trp53	Abcb1b	Unknown
Trp53	Abcc1	Unknown
Trp53	Afp	Repression
Trp53	Agt	Activation
Trp53	Agtr1a	Activation
Trp53	Amelx	Activation
Trp53	Ankrd1	Unknown
Trp53	Apaf1	Activation
Trp53	Atf3	Activation
Trp53	Axl	Unknown
Trp53	Adgrb1	Activation
Trp53	Bak1	Activation
Trp53	Bax	Activation
Trp53	Bbc3	Activation
Trp53	Bcl2	Unknown
Trp53	Birc5	Unknown
Trp53	Btg2	Activation
Trp53	Casp3	Unknown
Trp53	Casp6	Activation
Trp53	Casp7	Activation
Trp53	Casp8	Unknown
Trp53	Ccna2	Unknown
Trp53	Ccnb1	Unknown
Trp53	Ccnb2	Unknown
Trp53	Cdk2	Repression
Trp53	Cdk5	Activation
Trp53	Cdkn1a	Activation
Trp53	Cdkn1b	Activation
Trp53	Cdkn1c	Unknown
Trp53	Cdkn2c	Unknown
Trp53	Chek1	Unknown
Trp53	Ckap2	Activation
Trp53	Ckm	Activation
Trp53	Cks1b	Unknown
Trp53	Col2a1	Activation
Trp53	Cxcr2	Activation
Trp53	D7Ertd443e	Activation
Trp53	Ddit4	Unknown
Trp53	Dusp1	Unknown
Trp53	Dusp2	Activation
Trp53	Dusp4	Activation
Trp53	Dyrk1a	Activation
Trp53	E2f1	Repression
Trp53	E4f1	Unknown
Trp53	Edil3	Activation
Trp53	Egr1	Unknown
Trp53	Ei24	Activation
Trp53	Elf4	Repression
Trp53	Epcam	Unknown
Trp53	Uhrf1bp1	Activation
Trp53	Fas	Activation
Trp53	Fos	Unknown
Trp53	Foxm1	Repression
Trp53	Foxo3	Activation
Trp53	Foxp3	Activation
Trp53	Fpr1	Unknown
Trp53	Gabre	Repression
Trp53	Gadd45a	Activation
Trp53	Gap43	Unknown
Trp53	Gdf15	Unknown
Trp53	Glipr1	Unknown
Trp53	Gsk3b	Activation
Trp53	Gtse1	Activation
Trp53	Hdgf	Activation
Trp53	Hgf	Activation
Trp53	Hipk2	Activation
Trp53	Hmox1	Unknown
Trp53	Hras	Unknown
Trp53	Hspa1b	Activation
Trp53	Id2	Unknown
Trp53	Ifi202b	Repression
Trp53	Igf1r	Unknown
Trp53	Ins2	Unknown
Trp53	Insr	Repression
Trp53	Klf2	Repression
Trp53	Krt19	Unknown
Trp53	Lif	Unknown
Trp53	Ltf	Repression
Trp53	Mxi1	Repression
Trp53	Map4	Unknown
Trp53	Mapk1	Activation
Trp53	Mcm7	Repression
Trp53	Mcts1	Repression
Trp53	Mdm2	Activation
Trp53	Met	Unknown
Trp53	Mgmt	Unknown
Trp53	Mir34a	Unknown
Trp53	Mmp2	Unknown
Trp53	Mt1	Unknown
Trp53	Myc	Unknown
Trp53	Myod1	Unknown
Trp53	Myog	Repression
Trp53	Nanog	Repression
Trp53	Ndrg1	Activation
Trp53	Neurod2	Unknown
Trp53	Nfkb1	Unknown
Trp53	Nkx2-5	Unknown
Trp53	Nkx3-1	Unknown
Trp53	Notch1	Unknown
Trp53	Nr0b2	Activation
Trp53	Nr3c1	Unknown
Trp53	Nupr1	Repression
Trp53	Olfr17	Unknown
Trp53	Pappa	Repression
Trp53	Pax2	Unknown
Trp53	Pcbp2	Unknown
Trp53	Pcna	Repression
Trp53	Pdgfrb	Unknown
Trp53	Per2	Repression
Trp53	Perp	Activation
Trp53	Pias3	Unknown
Trp53	Pkd1	Repression
Trp53	Plk3	Unknown
Trp53	Pmaip1	Activation
Trp53	Pml	Unknown
Trp53	Pmp2	Unknown
Trp53	Polk	Activation
Trp53	Prnp	Activation
Trp53	Prox1	Unknown
Trp53	Psen1	Repression
Trp53	Psme3	Unknown
Trp53	Psrc1	Unknown
Trp53	Pten	Activation
Trp53	Ptgds	Repression
Trp53	Ptgs2	Unknown
Trp53	Ptk2	Repression
Trp53	Ptprv	Unknown
Trp53	Rap2b	Activation
Trp53	Rchy1	Activation
Trp53	Reep5	Repression
Trp53	Rela	Unknown
Trp53	Rps6ka1	Activation
Trp53	Rrm2b	Activation
Trp53	Runx1	Repression
Trp53	Sall2	Unknown
Trp53	Serpinb5	Activation
Trp53	Serpine1	Activation
Trp53	Sesn1	Activation
Trp53	Siah1b	Activation
Trp53	Sin3a	Activation
Trp53	Siva1	Activation
Trp53	Slc19a2	Unknown
Trp53	Slc2a4	Unknown
Trp53	Slc6a6	Repression
Trp53	Smad3	Unknown
Trp53	Smurf1	Unknown
Trp53	Sod2	Activation
Trp53	Src	Activation
Trp53	Srebf1	Repression
Trp53	Steap3	Activation
Trp53	Tcf4	Activation
Trp53	Tcf7l2	Repression
Trp53	Tert	Unknown
Trp53	Tff2	Repression
Trp53	Thbs1	Activation
Trp53	Tnfrsf10b	Activation
Trp53	Tpt1	Unknown
Trp53	Trp53	Unknown
Trp53	Trp53inp1	Unknown
Trp53	Trp73	Activation
Trp53	Tyms	Repression
Trp53	Uhrf1	Repression
Trp53	Upp1	Unknown
Trp53	Zfp385a	Unknown
Trp53	Klf4	Activation
Trp53bp1	Atm	Repression
Trp53bp1	Brca1	Activation
Trp53bp1	Chek2	Activation
Trp63	Cdkn1a	Unknown
Trp63	Evpl	Unknown
Trp63	Irf6	Activation
Trp63	Krt14	Unknown
Trp63	Ptk2	Repression
Trp63	Nectin1	Activation
Trp63	Satb1	Activation
Trp63	Smarca4	Unknown
Trp63	Smarcd3	Unknown
Trp63	Vegfa	Unknown
Trp73	Bax	Activation
Trp73	Bbc3	Activation
Trp73	Casp8ap2	Unknown
Trp73	Cdkn1a	Activation
Trp73	Cdkn1c	Unknown
Trp73	E2f1	Unknown
Trp73	Foxo3	Activation
Trp73	Gls2	Unknown
Trp73	Hey2	Unknown
Trp73	Itch	Unknown
Trp73	Mdm2	Unknown
Trp73	Ngfr	Activation
Trp73	Nr3c1	Unknown
Trp73	Pten	Activation
Trp73	Pdgfrb	Unknown
Trp73	Pmaip1	Activation
Trp73	Psrc1	Unknown
Trp73	Tpt1	Unknown
Trp73	Trp53	Repression
Trps1	Bglap	Unknown
Trps1	Dspp	Repression
Trps1	Runx1	Repression
Trps1	Runx2	Repression
Trps1	Stat3	Repression
Trrap	Mitf	Repression
Tsg101	Mdm2	Activation
Tshz3	Myog	Unknown
Ttf1	Sftpc	Activation
Ttf2	Tg	Activation
Ttf2	Tpo	Unknown
Twist1	Abcg2	Unknown
Twist1	Alx3	Activation
Twist1	Brd4	Unknown
Twist1	Cdh1	Repression
Twist1	Cdkn1a	Repression
Twist1	Ckm	Unknown
Twist1	Col2a1	Unknown
Twist1	Dkk1	Unknown
Twist1	Esr1	Repression
Twist1	Fgf10	Activation
Twist1	Fgf2	Unknown
Twist1	Fgfr2	Activation
Twist1	Hoxa9	Activation
Twist1	Il12rb2	Activation
Twist1	Il6ra	Repression
Twist1	Mme	Activation
Twist1	Pdgfra	Activation
Twist1	Postn	Activation
Twist1	Runx3	Activation
Twist1	Shh	Unknown
Twist1	Sox10	Unknown
Twist1	Sox9	Repression
Twist1	Tbx20	Activation
Twist1	Tbx21	Activation
Twist1	Tek	Activation
Twist1	Tnf	Repression
Twist1	Trp53	Unknown
Twist1	Zeb1	Unknown
Twist1	Zyx	Activation
Twist2	Add1	Repression
Twist2	Cdkn1a	Repression
Twist2	Ckm	Unknown
Twist2	Dkk1	Unknown
Twist2	Msx1	Unknown
Twist2	Srebf1	Repression
Ube2k	Nfe2l2	Unknown
Usf1	Alx3	Unknown
Usf1	Apoa5	Activation
Usf1	Bdnf	Unknown
Usf1	Ces2c	Unknown
Usf1	Ciita	Unknown
Usf1	Col1a1	Unknown
Usf1	Pf4	Activation
Usf1	Cyp1a1	Repression
Usf1	Fasn	Unknown
Usf1	Fmr1	Unknown
Usf1	Fshr	Unknown
Usf1	Gata5	Activation
Usf1	Lipe	Activation
Usf1	Mt1	Unknown
Usf1	Pdx1	Unknown
Usf1	Pigr	Activation
Usf1	Prnd	Unknown
Usf1	Ren1	Unknown
Usf1	Spp1	Unknown
Usf1	Tnfaip3	Activation
Usf2	Alx3	Unknown
Usf2	Apoa5	Unknown
Usf2	Bdnf	Unknown
Usf2	Col1a1	Unknown
Usf2	Pf4	Activation
Usf2	Fasn	Unknown
Usf2	Fmr1	Unknown
Usf2	Fshr	Unknown
Usf2	Hmox1	Activation
Usf2	Lipe	Activation
Usf2	Mt1	Unknown
Usf2	Pigr	Activation
Usf2	Ren1	Unknown
Usf2	Spp1	Unknown
Utf1	Tcf3	Unknown
Vax2	Pax6	Repression
Vdr	Ctnnb1	Repression
Vdr	Cyp3a41a	Unknown
Vdr	Igfbp3	Activation
Vdr	Lrp5	Unknown
Vdr	Nphs1	Activation
Vdr	Runx2	Unknown
Vdr	Spp1	Unknown
Vdr	Tnfsf11	Unknown
Vezf1	Edn1	Unknown
Vezf1	Morf4l1	Unknown
Vezf1	Mrgbp	Unknown
Vezf1	Stmn1	Activation
Vhl	Epo	Unknown
Vhl	Hif1a	Repression
Vhl	Tfam	Unknown
Vsx2	Mitf	Repression
Vsx2	Nes	Activation
Vsx2	Vsx1	Unknown
Wnt1	Ccnd1	Activation
Wnt1	Ccnd3	Activation
Wnt1	Cdkn1b	Repression
Wnt1	Coro1a	Repression
Wnt5a	Ptx3	Activation
Wnt5a	Ret	Activation
Wt1	Adamts16	Activation
Wt1	Amh	Unknown
Wt1	Amhr2	Unknown
Wt1	Coro1b	Unknown
Wt1	Csf1	Unknown
Wt1	Epo	Activation
Wt1	Igf2	Unknown
Wt1	Il10	Activation
Wt1	Inha	Activation
Wt1	Nphs1	Unknown
Wt1	Nr5a1	Unknown
Wt1	Pax2	Unknown
Wt1	Pou4f2	Unknown
Wt1	Snai2	Unknown
Wt1	Stim1	Repression
Wt1	Vegfa	Activation
Wt1	Wnt4	Unknown
Wwp1	Trp53	Activation
Wwtr1	Glis3	Activation
Wwtr1	Ofd1	Activation
Wwtr1	Tsc1	Activation
Wwtr1	Zeb1	Unknown
Xbp1	Bhlha15	Activation
Xbp1	Ern1	Repression
Xbp1	Fasn	Activation
Xbp1	Foxo1	Unknown
Xbp1	Herpud1	Activation
Xbp1	Irf4	Repression
Xbp1	Pax5	Repression
Xbp1	Pou2af1	Unknown
Xbp1	Prdm1	Repression
Xbp1	Setd7	Activation
Xbp1	Stard5	Activation
Xbp1	Tmbim6	Repression
Xbp1	Vegfa	Unknown
Xpc	Cetn2	Unknown
Xrcc5	Apaf1	Repression
Xrcc5	Il2	Unknown
Xrcc6	Apaf1	Repression
Xrcc6	Bglap	Repression
Xrcc6	Il2	Unknown
Ybx1	Abcb1a	Repression
Ybx1	Avp	Unknown
Ybx1	Bmi1	Unknown
Ybx1	Egfr	Unknown
Ybx1	Mia	Unknown
Ybx1	Nono	Unknown
Ybx1	Slc2a3	Activation
Yy1	Amelx	Activation
Yy1	Cdh1	Repression
Yy1	Cdkn2c	Activation
Yy1	Col1a1	Activation
Yy1	Cpox	Unknown
Yy1	Egf	Repression
Yy1	Fos	Repression
Yy1	Hspa5	Activation
Yy1	Id4	Repression
Yy1	Ifnb1	Repression
Yy1	Lama1	Activation
Yy1	Msx2	Activation
Yy1	Nkx2-5	Unknown
Yy1	Nr3c1	Unknown
Yy1	Otx2	Activation
Yy1	Pax2	Activation
Yy1	Peg3	Unknown
Yy1	Rb1	Unknown
Yy1	Rgs16	Repression
Yy1	Serpine1	Repression
Yy1	Tcf4	Repression
Yy1	Tnfrsf4	Unknown
Yy1	Top3a	Activation
Yy1	Trf	Unknown
Yy1	Trp53	Activation
Yy1	Zhx1	Activation
Zbtb16	Cdkn1a	Repression
Zbtb16	Ddit4	Activation
Zbtb17	Mapk8	Repression
Zbtb17	Slc11a1	Activation
Zbtb2	Trp53	Repression
Zbtb20	Sox9	Repression
Zbtb32	Ciita	Unknown
Zbtb33	Bcl6	Repression
Zbtb33	Ctnnb1	Repression
Zbtb33	Mmp7	Repression
Zbtb33	Rapsn	Activation
Zbtb33	Wnt11	Repression
Zbtb33	Zfp131	Repression
Zbtb38	Myog	Repression
Zbtb7a	Bcl2l11	Repression
Zbtb7a	Ccna2	Repression
Zbtb7a	Cdkn2a	Repression
Zbtb7a	Comp	Unknown
Zbtb7a	Creb3	Repression
Zbtb7a	Nfatc1	Repression
Zeb1	Ccng2	Unknown
Zeb1	Cd4	Unknown
Zeb1	Cdh1	Repression
Zeb1	Gata3	Unknown
Zeb1	Il2	Unknown
Zeb1	Itga4	Unknown
Zeb1	Itga7	Unknown
Zeb1	Mia	Repression
