from	to	type
PRIMIDONE	Gabre	positive_allosteric_modulator
CHEMBL296908	Avpr1a	antagonist
ST1535	Adora1	antagonist
OXAPROZIN POTASSIUM	Ptgs2	inhibitor
ME-344	Ndufb2	inhibitor
CEBRANOPADOL	Oprd1	agonist
CM-082	Flt3	inhibitor
N6-CYCLOPENTYLADENOSINE	Adora2a	agonist
FOSBRETABULIN DISODIUM	Tuba4a	inhibitor
AMG-319	Pik3cb	inhibitor
CHEMBL259026	Ggps1	inhibitor
ZILEUTON	Alox5	inhibitor
PALBOCICLIB	Cdk6	inhibitor
IODOMELATONIN	Mtnr1b	agonist
OLANZAPINE	Drd3	antagonist
TEPROTUMUMAB	Ide	inhibitor
EPINEPHRINE	Adrb1	agonist
BIIB054	Snca	inhibitor
FLUDARABINE	Rrm1	inhibitor
CENISERTIB	Aurka	inhibitor
FORIGERIMOD ACETATE	Hspa8	inhibitor
LEXIBULIN	Tuba1c	inhibitor
Puquitinib	Egfr	inhibitor
PF-03814735	Aurkb	inhibitor
PRIMIDONE	Gabra3	positive_allosteric_modulator
OLCEGEPANT	Calcrl	antagonist
CHEMBL429731	Prlhr	agonist
Roniciclib	Cdk20	inhibitor
TRIPITRAMINE	Chrm2	antagonist
RIVASTIGMINE	Ache	inhibitor
ROVELIZUMAB	Itgal	antagonist
CHEMBL431703	Adora2b	antagonist
CHEMBL38827	Atp1a1	binder
MEPROBAMATE	Gabra5	agonist
FORETINIB	Met	inhibitor
PILOCARPINE	Abl1	inhibitor
T-BUTYLBICYCLOPHOSPHOROTHIONATE	Gabrd	channel_blocker
DIETHYLPROPION	Ttk	inhibitor
CHEMBL2431768	Birc2	antagonist
CHEMBL93655	Cacna1d	activator
Pyrotinib	Egfr	inhibitor
BPI-9016	Axl	inhibitor
CHEMBL294144	Sigmar1	agonist
CHEMBL59532	Adora1	allosteric_modulator
FLUDARABINE	Rrm2	inhibitor
BUTABARBITAL SODIUM	Gabrb3	positive_allosteric_modulator
TAURINE	Alms1	agonist
INTERFERON BETA-1A	Il13	inhibitor
POZANICLINE	Chrna5	partial_agonist
LONAPALENE	Alox5	inhibitor
PENTOXIFYLLINE	Pde6c	inhibitor
APITOLISIB	Pik3c2b	inhibitor
CHLORZOXAZONE	Kcnn4	activator
1'-ACETOXYCHAVICOL ACETATE	Trpa1	activator
MBX-2044	Pparg	modulator
OCTANOL	C7	inhibitor
ALPELISIB	Pik3ca	inhibitor
TRAXOPRODIL	Grin2b	antagonist
METHDILAZINE	C5ar2	agonist
ESTAZOLAM	Gabra6	positive_allosteric_modulator
PRAZEPAM	Gabra1	antagonist
(S)-PIA	Adora2a	agonist
BALSALAZIDE DISODIUM	Pparg	agonist
SRX246	Avpr1a	antagonist
NAVITOCLAX	Bcl2	inhibitor
CHEMBL99521	Chrm2	agonist
ROPINIROLE HYDROCHLORIDE	Drd4	agonist
COBICISTAT	Cyp3a13	inhibitor
LY-3023414	Mtor	inhibitor
RXDX-103	Cdc7	inhibitor
METFORMIN HYDROCHLORIDE	Ndufa11	inhibitor
ARUNDIC ACID	Ptgs2	inhibitor
AZD-7451	Ntrk3	inhibitor
OTENZEPAD	Chrm4	antagonist
PREXASERTIB	Rps6ka1	inhibitor
HYODEOXYCHOLIC_ACID	Nr1h2	agonist
CHEMBL464552	Igf1r	inhibitor
ATROPINE	Chrm2	antagonist
VATALANIB	Kdr	inhibitor
GABOXADOL	Gabra2	agonist
CHEMBL33567	Grm7	agonist
ALENDRONATE SODIUM	Fdps	inhibitor
STAUROSPORINE	Camk2b	inhibitor
PIMOZIDE	Srms	inhibitor
FLURBIPROFEN	Cpt2	inhibitor
FLUPHENAZINE	Drd1	antagonist
CHEMBL2078915	Htr2a	antagonist
IMATINIB	Bcr	inhibitor
IMIGLITAZAR	Pparg	agonist
RS-102,221	Htr2c	antagonist
TOCAINIDE HYDROCHLORIDE	Scn2a	blocker
SETMELANOTIDE	Mc4r	agonist
BETAMETHASONE SODIUM PHOSPHATE	Nr3c1	agonist
NISOLDIPINE	Cacna1d	blocker
CHEMBL3110004	Hdac7	inhibitor
BELIMUMAB	Tnfsf13b	inhibitor
Famitinib	Pdgfrb	inhibitor
TOCAINIDE HYDROCHLORIDE	Scn7a	blocker
MAGNESIUM	Kcnj14	inhibitor
CEP-11981	Ntrk1	inhibitor
AMG-517	Trpv1	antagonist
ROPINIROLE	C1qb	inhibitor
RELENOPRIDE	Htr2a	agonist
OLICERIDINE	Oprm1	agonist
TOLMETIN SODIUM	Ptgs1	inhibitor
DEFACTINIB	Ptk2	inhibitor
ZAFIRLUKAST	Cysltr1	antagonist
EVEROLIMUS	Mtor	inhibitor
DIPHEMANIL	Galr1	antagonist
ISOBUTYLMETHYLXANTHINE	Adora1	antagonist
PRAMIPEXOLE DIHYDROCHLORIDE	Drd2	agonist
BUPARLISIB	Pik3c3	inhibitor
[3H]-ZM-241385	Adora2a	antagonist
Pexmetinib	Mapk14	inhibitor
AZD-5438	Cdk19	inhibitor
CHEMBL191751	Oprd1	antagonist
RALFINAMIDE	Grin2d	antagonist
GOSOGLIPTIN	Dpp4	inhibitor
GRANISETRON	Htr3a	antagonist
Panulisib	Pik3cb	inhibitor
CHEMBL153057	Ppard	agonist
PRIMIDONE	Gabra5	positive_allosteric_modulator
R-333	Jak3	inhibitor
PIRIBEDIL (CHEMBL1371770)	Htr1a	agonist
ATACICEPT	Tnfsf13b	inhibitor
CHEMBL1236539	Chek1	inhibitor
AGATOLIMOD	Tlr9	agonist
AZD0328	Chrna4	agonist
NALDEMEDINE	Oprm1	antagonist
Fruquintinib	Kdr	inhibitor
METHYPRYLON	Gabrb1	positive_allosteric_modulator
CHEMBL435278	Anxa3	agonist
TRIMIPRAMINE MALEATE	Htr2a	antagonist
MENOTROPINS	Fshr	agonist
SF-1126	Pik3r6	inhibitor
CHEMBL188528	Esr1	agonist
PRILOCAINE	Scn10a	blocker
IXAZOMIB CITRATE	Psma7	inhibitor
CARFILZOMIB	Psmd11	inhibitor
OLAPARIB	Parp1	inhibitor
CHEMBL406845	Crp	antisense
AZD-1080	Gsk3b	inhibitor
DENUFOSOL	P2ry4	agonist
CHLORPROTHIXENE	Drd2	antagonist
Afacifenacin	Chrm1	antagonist
AZD2066	Grm5	modulator
OXCARBAZEPINE	Scn2a	blocker
MOTESANIB	Pdgfrb	inhibitor
NINTEDANIB	Kdr	inhibitor
OXAMNIQUINE	Itpkb	inhibitor
FLUPROSTENOL	Tbxa2r	agonist
PIBOSEROD	Ptk2b	inhibitor
CHEMBL1161861	P2ry1	antagonist
SB-224289	Htr1b	antagonist
GABAPENTIN	Cacna1a	modulator
HALOTHANE	Cckbr	agonist
COBIMETINIB	Map2k7	allosteric_modulator
BMS-690514	Kdr	inhibitor
CHEMBL2203843	Brsk1	inhibitor
RIFAMPICIN	Slco1b2	inhibitor
IXAZOMIB CITRATE	Psmd14	inhibitor
(7S)-HYDROXYL-STAUROSPORINE	Prkd3	inhibitor
CARFILZOMIB	Psmb1	inhibitor
PRANLUKAST	Clip2	agonist
VALRUBICIN	Top2a	inhibitor
CHEMBL435278	Npy4r	agonist
GEDATOLISIB	Pik3r3	inhibitor
Roniciclib	Cdk10	inhibitor
GANDOTINIB	Jak2	inhibitor
FLUTICASONE	Nr3c1	agonist
CORTISTATIN-14	Sstr4	agonist
RALFINAMIDE	Grin2c	antagonist
AMLODIPINE MALEATE	Cacna1f	blocker
CHLORDIAZEPOXIDE HYDROCHLORIDE	Gabrq	positive_allosteric_modulator
ALNIDITAN	Htr1b	agonist
ADAPALENE	Rara	agonist
LORCASERIN	Htr2c	agonist
SF-1126	Pik3r4	inhibitor
LABETALOL HYDROCHLORIDE	Adra1b	antagonist
MARIZOMIB	Psmb7	inhibitor
NOVOBIOCIN	Aoc3	inhibitor
CHEMBL396712	Grm1	allosteric_modulator
GEFITINIB	Egfr	inhibitor
METHYSERGIDE	Htr2b	agonist
RS-102,221	Htr2a	antagonist
CP-724714	Erbb2	inhibitor
ACITRETIN	Rxrg	agonist
SPHINGOSINE	Trpm3	activator
LINIFANIB	Pdgfra	inhibitor
MEXILETINE HYDROCHLORIDE	Scn7a	blocker
CLONIDINE	Adra2b	agonist
SODIUM OXYBATE	Gabbr2	agonist
CHEMBL140784	Grin2b	agonist
PLACULUMAB	Tnf	inhibitor
CHEMBL197194	Il17a	inhibitor
PANOBINOSTAT	Hdac7	inhibitor
AZITHROMYCIN	Vipr2	agonist
CHEMBL1788358	Mtnr1b	agonist
CHEMBL339486	Tacr1	antagonist
BUTALBITAL	Gabra3	positive_allosteric_modulator
OMTRIPTOLIDE SODIUM	Nfkb2	inhibitor
GENISTEIN	Cftr	activator
DESFLURANE	Gabrb2	positive_allosteric_modulator
SF-1126	Pik3r5	inhibitor
CHEMBL291143	Drd1	agonist
LORAZEPAM	Gabrg3	positive_allosteric_modulator
SERELAXIN	Rxfp1	activator
PROPAFENONE HYDROCHLORIDE	Scn10a	blocker
PROCHLORPERAZINE	Drd4	antagonist
LINIFANIB	Flt1	inhibitor
PRANLUKAST	Cysltr1	antagonist
DULIGOTUZUMAB	Egfr	antibody
OLAPARIB	Parp1	inhibitor
PIMOZIDE	Drd1	antagonist
ALVOCIDIB	Cdk4	inhibitor
BUTALBITAL	Gabre	positive_allosteric_modulator
ISRADIPINE	Cacna1d	blocker
PASIREOTIDE PAMOATE	Sstr1	agonist
LITHOCHOLIC ACID	Gpbar1	agonist
NABOCTATE	Cnr1	antagonist
Refametinib	Map2k3	inhibitor
DP001	Vdr	agonist
SULFINPYRAZONE	Gnrhr	agonist
SODELGLITAZAR	Pparg	agonist
NKTR-171	Scn7a	blocker
CILOSTAZOL	Pde3a	inhibitor
PERGOLIDE	Drd5	agonist
CHEMBL464552	Insr	inhibitor
LY-294002	Pik3cb	inhibitor
AT-9283	Jak3	inhibitor
ANASTROZOLE	Cyp19a1	inhibitor
TEZACITABINE	Rrm1	inhibitor
DNK333	Spr	antagonist
SAR425899	Gcgr	agonist
CHEMBL270497	Scn3a	gating_inhibitor
COBIMETINIB	Map2k3	inhibitor
CHEMBL1910970	Padi1	inhibitor
CHEMBL89852	Adora1	antagonist
CHEMBL468927	Carm1	inhibitor
SOTRASTAURIN	Prkcb	inhibitor
ARIPIPRAZOLE	Htr2a	agonist
CHEMBL1081312	Egfr	inhibitor
GALETERONE	Cyp17a1	inhibitor
QUAZEPAM	Gabrg3	positive_allosteric_modulator
ROMIDEPSIN	Hdac2	inhibitor
ESLICARBAZEPINE ACETATE	Scn3a	blocker
DOVITINIB	Pdgfra	inhibitor
HEXYLCAINE	Scn5a	blocker
MONTELUKAST SODIUM	Cysltr1	antagonist
IODOMELATONIN	Mtnr1a	agonist
ROXINDOLE	Htr2c	antagonist
ESCITALOPRAM OXALATE	Htt	inhibitor
CHEMBL177577	Faah	inhibitor
VANDETANIB	Erbb3	inhibitor
MK-2461	Met	inhibitor
TM30339	Npy4r	agonist
LY-3009120	Raf1	inhibitor
CHEMBL2153191	Hsd11b1	inhibitor
OXAPROZIN	Ptgs1	inhibitor
PHENYLEPHRINE BITARTRATE	Adra1a	agonist
NINTEDANIB ESYLATE	Kdr	inhibitor
INTERFERON GAMA-1B	Ifngr1	agonist
CHEMBL113553	Gabbr1	agonist
ZSTK-474	Pik3cb	inhibitor
VARLITINIB	Erbb2	inhibitor
SERELAXIN	Rxfp2	activator
LORAZEPAM	Ghsr	antagonist
ACETAZOLAMIDE SODIUM	Car4	inhibitor
VINBLASTINE SULFATE	Tuba4a	inhibitor
N-ACETYLGLUCOSAMINE	Naglu	activator
COBIMETINIB	Map2k4	inhibitor
LEUPROLIDE ACETATE	Gnrhr	agonist
GRANISETRON	Htr3a	antagonist
MIRTAZAPINE	Adra2c	antagonist
PROPRANOLOL	Htr1a	antagonist
CHEMBL277120	Htr1a	agonist
PROTRIPTYLINE HYDROCHLORIDE	Nat2	inhibitor
BORTEZOMIB	Psma4	inhibitor
DALFAMPRIDINE	Kcnd3	blocker
LY-2874455	Fgfr4	inhibitor
TAK-285	Erbb2	inhibitor
SEMAGLUTIDE	Glp1r	agonist
IMIPRAMINE HYDROCHLORIDE	Nat2	inhibitor
LY404039	Grm3	agonist
VECURONIUM	Chrna2	antagonist
DOXYCYCLINE	Nos2	inhibitor
GRC-6211	Trpv1	antagonist
CHEMBL2311192	Bdkrb1	antagonist
Ro-4987655	Map2k1	inhibitor
ALPELISIB	Pik3r5	inhibitor
TARANABANT	Cnr1	inverse_agonist
CHEMBL88588	Slc6a5	inhibitor
PREDNICARBATE	Pla2g1b	inducer
ACETYLDIGITOXIN	Atp1b3	inhibitor
cA2	Pkd2l1	activator
BINODENOSON	Adora2a	agonist
VANDETANIB	Ret	inhibitor
SEBACIC ACID	Prkcz	inhibitor
PHENYLEPHRINE HYDROCHLORIDE	Adra1a	agonist
ZM-241385	Adora1	antagonist
DEXTROMETHORPHAN HYDROBROMIDE MONOHYDRATE	Sigmar1	agonist
ORPHENADRINE CITRATE	Scn8a	blocker
BELINOSTAT	Hdac5	inhibitor
CHEMBL212233	Grm4	agonist
ROCURONIUM	Chrna2	antagonist
CUDC-101	Hdac8	inhibitor
BALANOL	Prkcg	inhibitor
CHEMBL1671887	Chrm2	antagonist
VORINOSTAT	Hdac2	inhibitor
ARRY-382	Csf1r	inhibitor
ANANDAMIDE	Cacna1i	channel_blocker
PIMASERTIB	Map2k2	inhibitor
SODIUM OXYBATE	Gabbr1	agonist
AMLEXANOX	Pde4b	inhibitor
DWP05195	Trpv1	antagonist
CHEMBL120735	Trpv1	channel_blocker
QUETIAPINE	Drd2	agonist
PEFICITINIB	Tyk2	inhibitor
ERISMODEGIB	Smo	inhibitor
PA-799	Pik3r1	inhibitor
GALLAMINE	Chrm2	allosteric_modulator
CHLORPROGUANIL	Dhfr	inhibitor
PREDNISOLONE	Nr3c1	agonist
RUFINAMIDE	Scn4a	blocker
VILDAGLIPTIN	Dpp4	inhibitor
ESTAZOLAM	Gabrg2	positive_allosteric_modulator
IMIPRAMINE	Slc6a4	inhibitor
FALNIDAMOL	Egfr	inhibitor
PROCHLORPERAZINE EDISYLATE	Drd2	antagonist
CHEMBL458997	Ptk2	inhibitor
CHEMBL1336959	Kdm5a	inhibitor
SONOLISIB	Pik3r5	inhibitor
PIRACETAM	Gria2	allosteric_modulator
AC-480	Erbb2	inhibitor
PROPANOL	Fpr-rs3	agonist
SERTINDOLE	Drd2	antagonist
HEXOCYCLIUM	Chrm3	antagonist
S-222611	Egfr	inhibitor
BENOXINATE HYDROCHLORIDE	Scn3a	blocker
DROPERIDOL	Drd2	antagonist
CHEMBL1257107	Ptgdr	agonist
RIVASTIGMINE	Ache	inhibitor
EZOGABINE	Kcnq4	activator
MOTESANIB	Flt4	inhibitor
GLEMANSERIN	Htr2a	antagonist
PHENOBARBITAL	Pdgfra	inhibitor
SONOLISIB	Pik3r5	inhibitor
DASOLAMPANEL	Grik1	antagonist
CHEMBL316069	Htr2c	antagonist
ADENOSINE TRIPHOSPHATE	Trpm7	activator
VERUCERFONT	Crhr1	antagonist
THIORIDAZINE	Drd2	antagonist
TEDATIOXETINE	Htt	inhibitor
RINTATOLIMOD	Tlr3	agonist
PARSATUZUMAB	Egfl7	inhibitor
DILTIAZEM	Cacna1c	channel_blocker
PREGABALIN	Cacna2d2	modulator
CHEMBL33185	Mtnr1b	antagonist
NV-128	Ndufab1	inhibitor
CHEMBL387049	Gsr	antagonist
CRENOLANIB	Flt3	inhibitor
ILOPROST	Ptger3	agonist
HYDROCHLORIC ACID	Chrm3	antagonist
ORNITHINE	Hcn4	channel_blocker
LURASIDONE HYDROCHLORIDE	Drd2	antagonist
ANISINDIONE	Ggcx	inhibitor
REGORAFENIB	Flt1	inhibitor
THALIDOMIDE	Tnf	inhibitor
IODOPHENPROPIT	Hrh4	antagonist
NICARDIPINE HYDROCHLORIDE	Cacna1s	blocker
RELAXIN	Rxfp1	agonist
FOSBRETABULIN DISODIUM	Tuba1c	inhibitor
SAFINAMIDE MESYLATE	Maob	inhibitor
CHEMBL2017291	Brd2	inhibitor
VOXTALISIB	Pik3cg	inhibitor
IXAZOMIB	Psmb5	inhibitor
4SC-203	Kdr	inhibitor
DARAPLADIB	Pla2g7	inhibitor
DESFLURANE	Gabra5	positive_allosteric_modulator
TETRABENAZINE	Slc18a1	inhibitor
PRIMIDONE	Scn5a	blocker
TG100-801	Yes1	inhibitor
DULOXETINE	Htr6	antagonist
PANOBINOSTAT	Hdac4	inhibitor
VINCAMINE	Chrm2	allosteric_modulator
TRYPTOPHAN	Slc36a1	inhibitor
THEOPHYLLINE SODIUM GLYCINATE	Adora3	antagonist
CHEMBL13990	Adrb3	agonist
ORANTINIB	Kdr	inhibitor
CHEMBL3186227	Bmpr1a	inhibitor
TEMAZEPAM	Gabra4	positive_allosteric_modulator
PROCAINE HYDROCHLORIDE	Scn9a	blocker
LEUCOVORIN	Map2k1	inhibitor
ENCENICLINE	Chrna7	agonist
CETUXIMAB	Egfr	inhibitor
ACETAZOLAMIDE	Car7	inhibitor
TEMAZEPAM	Galr2	agonist
NALUZOTAN	Sigmar1	agonist
ANDECALIXIMAB	Mmp9	inhibitor
QUINAPRILAT	Ace	inhibitor
CHEMBL264421	Ptgdr	agonist
VILAZODONE	Hrh1	agonist
LORAZEPAM	Gabra3	positive_allosteric_modulator
ZARAGOZIC ACID A	Blvrb	inhibitor
MITOTANE	Cyp11a1	inhibitor
ROMIDEPSIN	Hdac1	inhibitor
CHEMBL559569	Oprl1	antagonist
VALRUBICIN	Top2b	inhibitor
ISONIPECOTIC ACID	Gabrr3	antagonist
CHEMBL553939	Hsp90aa1	inhibitor
LANICEMINE	Grin2c	blocker
TRIPROLIDINE HYDROCHLORIDE	Hrh1	antagonist
CHEMBL435402	P2ry1	agonist
LANEPITANT	Tacr1	antagonist
PROCHLORPERAZINE	Drd2	antagonist
CHEMBL2158814	Hrh1	antagonist
PEFICITINIB	Jak1	inhibitor
ATx08-001	Pparg	modulator
CHEMBL80713	Cdk1	inhibitor
FALNIDAMOL	Egfr	inhibitor
XL-228	Igf1r	inhibitor
BIIB-022	Igf1r	antibody
MARIZOMIB	Psma6	inhibitor
SEROTONIN	Htr2b	agonist
BRL-15,572	Htr1f	agonist
DISOPYRAMIDE PHOSPHATE	Scn5a	blocker
CHLORPROMAZINE	Adra2a	antagonist
LY2623091	Nr3c2	antagonist
CHEMBL589752	Bcat2	inhibitor
CANDICIDIN	Pik3ca	inhibitor
STRYCHNINE	Chrm4	allosteric_modulator
METFORMIN HYDROCHLORIDE	Ndufaf3	inhibitor
NITRAZEPAM	Gabra1	antagonist
ROMIDEPSIN	Hdac8	inhibitor
TAK-733	Map2k1	inhibitor
DICUMAROL	Gm21974	inhibitor
VELIPARIB	Parp2	inhibitor
ATAGABALIN	Cacng4	modulator
COPANLISIB	Pik3r2	inhibitor
FENOTEROL	Adrb2	agonist
LIDOCAINE HYDROCHLORIDE HYDRATE	Scn7a	blocker
CHEMBL258717	Blvrb	inhibitor
S-222611	Erbb2	inhibitor
LIDOCAINE	Scn11a	blocker
IXABEPILONE	Tubb5	inhibitor
PYRIMETHAMINE	Ece2	inhibitor
LORCASERIN HYDROCHLORIDE	Htr2c	agonist
PROBENECID	Slc22a6	inhibitor
NORMORPHINE	Oprd1	agonist
AZD-1480	Jak3	inhibitor
SALVINORIN A	Oprk1	agonist
BEXAROTENE	Rxrb	activator
CHEMBL68211	Ptgs2	inhibitor
CILOBRADINE	Hcn1	channel_blocker
ASG-5ME	Slc44a4	antibody
CARBINOXAMINE	Hrh1	antagonist
SAPROPTERIN	Th	cofactor
CHEMBL26736	Drd5	agonist
CAL-263	Pik3cd	inhibitor
INFIGRATINIB	Fgfr4	inhibitor
BENAZEPRIL	Ace	inhibitor
DABRAFENIB	Braf	inhibitor
AZD-8055	Mtor	inhibitor
LABETALOL HYDROCHLORIDE	Adrb1	antagonist
TOLTERODINE	Grm4	allosteric_modulator
LY2245461	Esr2	modulator
PKI-179	Mtor	inhibitor
TRIAZOLAM	Gabra1	positive_allosteric_modulator
ORANTINIB	Pdgfrb	inhibitor
COPANLISIB	Pik3cd	inhibitor
PF-00477736	Chek1	inhibitor
TRAMETINIB DIMETHYL SULFOXIDE	Map2k2	inhibitor
MIBEFRADIL	Cacna1i	blocker
LY-294002	Pik3cg	inhibitor
DINACICLIB	Cdk1	inhibitor
TEZOSENTAN	Ednrb	antagonist
CRISABOROLE	Pde1a	inhibitor
TRETINOIN	Rorb	agonist;antagonist
VATALANIB	Kdr	inhibitor
SU-014813	Flt4	inhibitor
ASPIRIN	Ptgs2	inhibitor
CHEMBL406845	Fyn	inhibitor
DALFAMPRIDINE	Kcnq5	blocker
REGORAFENIB	Frk	inhibitor
VOXTALISIB	Pik3ca	inhibitor
OPROZOMIB	Psma8	inhibitor
SULPIRIDE	Car1	inhibitor
NIRAPARIB	Parp1	inhibitor
CUDC-907	Hdac7	inhibitor
ALPRAZOLAM	Gabra4	positive_allosteric_modulator
TALAZOPARIB	Parp2	inhibitor
CHEMBL288436	Rxra	agonist
CHEMBL1077819	Cxcr3	antagonist
NAQUOTINIB	Egfr	inhibitor
PF-562271	Ptk2	inhibitor
LINOPIRDINE	Kcnq5	channel_blocker
BORTEZOMIB	Psme2b	inhibitor
PAZOPANIB	Kit	inhibitor
ME-344	Ndufa10	inhibitor
TRASTUZUMAB EMTANSINE	Tuba3b	inhibitor
CHEMBL1908396	Kdr	inhibitor
CHEMBL474991	Gnrhr	antagonist
CHEMBL34453	Grm3	agonist
CHEMBL1851943	Hdac8	inhibitor
NALORPHINE	Oprk1	agonist
SUNITINIB	Kdr	inhibitor
NITROGLYCERIN	Col4a5	activator
METOCLOPRAMIDE HYDROCHLORIDE HYDRATE	Htr3a	antagonist
LIFITEGRAST	Itgb2	antagonist
MIDOSTAURIN	Pdgfra	inhibitor
NERISPIRDINE	Kcng2	blocker
OSI-930	Flt1	inhibitor
DEXFOSFOSERINE	Grm8	agonist
MESTRANOL	Esr1	agonist
FLUTAMIDE	Ar	antagonist
ATAGABALIN	Cacna2d3	modulator
TADALAFIL	Pde5a	inhibitor
COPANLISIB	Pik3r1	inhibitor
SAR-407899 (CHEMBL1667969)	Rock2	inhibitor
PHENOXYBENZAMINE	Adra2b	antagonist
PROPOXYPHENE	Pde4d	inhibitor
ETICLOPRIDE	Drd2	antagonist
LORAZEPAM	Gpr68	allosteric_modulator
Claudiximab	Cldn18	antibody
CAPMATINIB	Met	inhibitor
BALANOL	Prkcd	inhibitor
GLISOXEPIDE	Kcnj10	blocker
ISOGUVACINE	Gabra3	agonist
ARIPIPRAZOLE LAUROXIL	Htr1a	partial_agonist
PROPANTHELINE	Chrm4	antagonist
SILMITASERTIB	Csnk2a1	inhibitor
IBUDILAST	Pde4b	inhibitor
GEDATOLISIB	Pik3cg	inhibitor
CRIZOTINIB	Alk	inhibitor
RAUWOLFIA SERPENTINA (CHEMBL3559672)	Adra1b	antagonist
SAFINAMIDE	Maob	inhibitor
BROMOCRIPTINE MESYLATE	Drd2	agonist
PF-04958242	Gria1	positive_allosteric_modulator
ELPETRIGINE	Cacna1s	blocker
LIDOCAINE HYDROCHLORIDE	Aplnr	agonist
LORAZEPAM	Gabra1	positive_allosteric_modulator
DIPYRIDAMOLE	Slc29a1	inhibitor
CHEMBL1532240	Gpr55	agonist
NV-128	Ndufb5	inhibitor
NORFLOXACIN	Top2b	inhibitor
GABAZINE	Gabra3	antagonist
CHEMBL1934835	Mchr1	antagonist
DALFAMPRIDINE	Kcnq4	blocker
SU-14813	Pdgfra	inhibitor
CHEMBL482796	Fpr-rs3	agonist
PROPARACAINE HYDROCHLORIDE	Scn4a	blocker
CLORAZEPATE DIPOTASSIUM	Gabrb2	positive_allosteric_modulator
CHEMBL1236539	Pdpk1	inhibitor
OMIPALISIB	Pik3ca	inhibitor
CORTICOTROPIN	Mc3r	agonist
FOLINIC ACID	Drd3	antagonist
SORAFENIB	Ret	inhibitor
CLONAZEPAM	Gabrp	positive_allosteric_modulator
ABT-102	Trpv1	antagonist
DEPATUXIZUMAB	Egfr	antibody
RAMELTEON	Mtnr1a	agonist
FRESOLIMUMAB	Tgfb3	antibody
RG-7666	Pik3r2	inhibitor
MESORIDAZINE	Htr2c	antagonist
PHENELZINE	Aoc3	inhibitor
TELATINIB	Flt4	inhibitor
CHLORDIAZEPOXIDE	Gabrb2	positive_allosteric_modulator
CHEMBL254575	Grm1	allosteric_modulator
TOFACITINIB	Jak3	inhibitor
ACETYLCHOLINE	Chrm4	agonist
SARILUMAB	Il6ra	antagonist
VINFLUNINE	Tubb2a	inhibitor
JNJ-26483327	Lck	inhibitor
PROPOXYCAINE HYDROCHLORIDE	Scn7a	blocker
ETRETINATE	Rxrb	agonist
METARAMINOL	Mapk10	inhibitor
BENZYLPENICILLOYL POLYLYSINE	Fcer1g	binder
DECERNOTINIB	Jak3	inhibitor
OXAZEPAM	Gabra4	positive_allosteric_modulator
ISOGUVACINE	Gabra6	agonist
MILVETEROL HYDROCHLORIDE	Adrb2	agonist
CHEMBL1851943	Hdac2	inhibitor
MEDROXYPROGESTERONE ACETATE	Lss	inhibitor
ALOGLIPTIN	Dpp4	inhibitor
GSK-1059615	Pik3ca	inhibitor
Lorediplon	Gabra3	positive_allosteric_modulator
DEXTROMETHORPHAN HYDROBROMIDE MONOHYDRATE	Grin2a	antagonist
CHEMBL25230	Oprd1	agonist
FASUDIL	Rock2	inhibitor
EPTINEZUMAB	Calca	inhibitor
NIFEDIPINE	Cacna1f	gating_inhibitor
HALOTHANE	Gabrb2	positive_allosteric_modulator
ARACHIDONIC ACID	Prkcz	activator
PYRUVATE	Abat	inhibitor
MILCICLIB	Cdk4	inhibitor
AZD-6482	Pik3ca	inhibitor
XYLAZINE	Adra2b	agonist
BAZEDOXIFENE ACETATE	Esr2	modulator
SILDENAFIL	Abcc5	inhibitor
CHEMBL1236539	Mark3	inhibitor
METHYLDOPATE HYDROCHLORIDE	Adra2c	agonist
BORTEZOMIB	Psmc5	inhibitor
CHEMBL76399	Clip2	agonist
LINIFANIB	Flt3	inhibitor
TRIMETHAPHAN CAMSYLATE	Chrnb4	antagonist
VX-702	Mapk12	inhibitor
ISOFLURANE	Gabra1	positive_allosteric_modulator
GSK159802	Adrb2	agonist
SODIUM BICARBONATE	Kcnd3	blocker
SNS-314	Aurkc	inhibitor
DROLOXIFENE	Esr1	modulator
ULIMORELIN HYDROCHLORIDE	Ghsr	agonist
BUMETANIDE	Slc12a1	inhibitor
ARIPIPRAZOLE	Drd2	agonist
MEXILETINE	Scn5a	blocker
METHICILLIN	Galr3	agonist
CHEMBL279453	Chrm4	antagonist
GONADORELIN	Gnrhr	agonist
GEDATOLISIB	Pik3ca	inhibitor
DESFLURANE	Gabrg3	positive_allosteric_modulator
RAMATROBAN	Ptgdr2	antagonist
OCTOPAMINE	F10	inhibitor
ISPRONICLINE	Chrna4	partial_agonist
THALIDOMIDE	Cul4a	inhibitor
UROFOLLITROPIN	Fshr	binder
PONATINIB	Fgfr2	inhibitor
TENECTEPLASE	Plg	activator
PALBOCICLIB	Cdk4	inhibitor
OXAPROZIN	Ptgs2	inhibitor
AT-7519	Cdk12	inhibitor
CHEMBL180966	Slc6a9	inhibitor
ARQ-087	Fgfr1	inhibitor
MOZAVAPTAN	Avpr1a	antagonist
TOPIRAMATE	Gria2	antagonist
ALFENTANIL HYDROCHLORIDE	Oprm1	agonist
AT-7519	Cdk14	inhibitor
PROPOXYPHENE	Mapk14	inhibitor
TRIAZOLAM	Gabra3	allosteric_modulator
METHARBITAL	Gabrg3	positive_allosteric_modulator
CHEMBL351231	Hrh2	antagonist
CHEMBL6616	Htr2b	agonist
CHEMBL177991	Cftr	activator
