from	to	type
SARPOGRELATE	HTR2C	antagonist
NALMEFENE HYDROCHLORIDE	OPRD1	antagonist
NADOLOL	ADRB2	antagonist
CERTOLIZUMAB PEGOL	TNF	inhibitor
SPIROXATRINE	ADRA2A	antagonist
ACETIC ACID	HTR2B	antagonist
MIRTAZAPINE	HTR2A	antagonist
CHEMBL46296	HRH4	agonist
ROSIGLITAZONE	FFAR1	agonist
SUVOREXANT	HCRTR1	antagonist
CROLIBULIN	TUBB1	inhibitor
ASM-024	CHRM3	antagonist
CHEMBL608112	CHRM1	allosteric_modulator
CHEMBL2441082	EHMT2	inhibitor
CHEMBL285932	GPR55	agonist
NIACIN	HCAR2	agonist
CHEMBL40086	GRM3	agonist
METHYLPHENIDATE	NAT1	inhibitor
OCTANOL	GJA8	inhibitor
AGOMELATINE	MTNR1A	agonist
BICARBONATE	CCR1	antagonist
ASENAPINE (CHEMBL3187365)	HTR1D	agonist
CAFFEINE	ADORA2A	antagonist
CHEMBL570352	S1PR4	agonist
OSILODROSTAT	CYP11B2	inhibitor
METHYSERGIDE	HTR2C	antagonist
NERISPIRDINE	KCNA3	blocker
DONITRIPTAN	PTGDR2	antagonist
ILOPERIDONE	HTR2A	antagonist
BMS-690514	FLT1	inhibitor
SALICYLIC ACID	CHRM1	allosteric_modulator
FINGOLIMOD HYDROCHLORIDE	S1PR5	agonist
ATOMOXETINE	SLC6A2	inhibitor
CHEMBL228111	P2RY14	agonist
RAMELTEON	MTNR1A	agonist
AFELIMOMAB	TNF	inhibitor
PONESIMOD	S1PR3	agonist
ETHACRYNIC ACID	CHRM1	agonist
NICKEL (II) ION	DRD1	agonist
ERGOLOID MESYLATES	ADRA2A	antagonist
LORCASERIN	HTR2C	agonist
GLYCYRRHIZIN	SLCO1B1	inhibitor
CHEMBL309760	HTR2A	agonist
OCTANOL	GJE1	inhibitor
DICUMAROL	VKORC1	inhibitor
PASIREOTIDE DIASPARTATE	SSTR3	agonist
CHEMBL65280	HTR2C	antagonist
SEROTONIN	HTR1F	agonist
SODIUM TETRADECYL SULFATE	PROC	inhibitor
ALPROSTADIL	PTGER2	agonist
INDACATEROL	ADRB2	agonist
METITEPINE	HTR2C	antagonist
DINOPROST	PTGER2	agonist
CHEMBL1951683	GRM1	allosteric_modulator
FINASTERIDE	SRD5A2	inhibitor
LANREOTIDE ACETATE	SSTR5	agonist
NV-128	MT-ND6	inhibitor
ALCOHOL	RAMP3	agonist
VATALANIB	FLT1	inhibitor
ABEDITEROL	ADRB2	agonist
ASTEMIZOLE	HRH1	antagonist
XL-228	FRK	inhibitor
VELNEPERIT	NPY5R	antagonist
ATENOLOL	ADRB2	antagonist
AXITINIB	FLT1	inhibitor
MORAb-004	CD248	inhibitor
MYCOPHENOLIC ACID	IMPDH2	inhibitor
BEPRIDIL	VIPR2	agonist
SODIUM BICARBONATE	KCND3	blocker
TOZADENANT	ADORA2A	antagonist
MESORIDAZINE	HTR1A	antagonist
ADENOSINE PHOSPHATE	GALR3	agonist
CHEMBL175543	ADORA2A	agonist
ELETRIPTAN	HTR1D	agonist
Raseglurant	GRM5	modulator
8-OH-DPAT	HTR1A	agonist
PHENOXYBENZAMINE HYDROCHLORIDE	ADRA2A	antagonist
APADENOSON	ADORA2A	agonist
TRASTUZUMAB EMTANSINE	TUBA3E	inhibitor
OLVANIL	GPR119	agonist
OTENZEPAD	CHRM5	antagonist
CHEMBL38508	PPARD	agonist
NONABINE	CNR2	agonist
CYCLOPENTOLATE	LPAR4	antagonist
OCTANOL	GJC2	inhibitor
PIPAMPERONE	HTR1A	antagonist
GS 6201	ADORA2A	antagonist
DOPAMINE	DRD3	agonist
GALANGIN	ADORA2A	antagonist
CHEMBL299683	GRM3	antagonist
MUPARFOSTAT (CHEMBL1615835)	VEGFA	inhibitor
PROPRANOLOL	SLC10A1	inhibitor
ALPRAZOLAM	TACR2	antagonist
FOSFONET	ADRB2	antagonist
CHEMBL1474351	SSTR4	agonist
CORTICOTROPIN	MC5R	agonist
SERTINDOLE	DRD3	antagonist
CARIPRAZINE	DRD3	agonist
L-694247	HTR1D	agonist
4-DAMP	CHRM3	antagonist
BATEFENTEROL	CHRM1	agonist
CHEMBL425190	HTR1B	antagonist
VARESPLADIB METHYL	PLA2G2A	inhibitor
DIAZEPAM	GABRG1	positive_allosteric_modulator
RANOLAZINE	SCN10A	blocker
CODEINE PHOSPHATE HYDRATE	OPRD1	agonist
NEUROKININ A	TACR2	agonist
GUANABENZ	ADRA2B	agonist
HYDROXYAMPHETAMINE HYDROBROMIDE	ADRB1	agonist
ALPROSTADIL	PTGER1	agonist
MK-5108	AURKA	inhibitor
MGCD-265	TEK	inhibitor
GW9508	FFAR4	agonist
DELUCEMINE	GRIN2D	antagonist
MARAVIROC	CCR5	antagonist
NERISPIRDINE	KCND1	blocker
DECAMETHONIUM BROMIDE	CHRND	partial_agonist
CHEMBL99521	CHRM4	agonist
CODEINE	OPRD1	agonist
DULAGLUTIDE	GLP1R	agonist
DINOPROST	PTGDR	agonist
SOTRASTAURIN	PRKCQ	inhibitor
CHEMBL2205915	GRM1	allosteric_modulator
CROTEDUMAB	GCGR	antibody
VIPADENANT	ADORA2A	antagonist
RITODRINE HYDROCHLORIDE	ADRB2	agonist
MUSCARINE	HCRTR1	antagonist
CHEMBL127421	MTNR1A	agonist
CHEMBL2062131	GPR55	antagonist
CHEMBL86828	NMBR	antagonist
CHEMBL76781	HTR2C	agonist
AZD1305	CACNA1S	blocker
DIHYDROERGOTAMINE	HTR1D	agonist
SB-242084	HTR2C	antagonist
FORETINIB	TEK	inhibitor
ANGIOTENSIN III	AGTR2	agonist
Delantercept	GDF2	inhibitor
PROPANTHELINE	CHRM1	antagonist
ZYKLOPHIN	OPRD1	antagonist
GALANTIDE	GALR2	antagonist
CHEMBL169233	TRPC5	channel_blocker
CHEMBL267615	HTR1E	agonist
DASATINIB	ABL1	inhibitor
TYRPHOSTIN 1	SSTR2	agonist
PIPAMPERONE	HTR2A	antagonist
TEBIPENEM	CNR1	antagonist
CHEMBL285932	GPR18	agonist
CHEMBL432038	GRM3	antagonist
CHEMBL1946221	MTNR1A	agonist
ZENARESTAT	GPR119	agonist
PREGABALIN	CACNG7	modulator
COLCHICINE	TUBB	inhibitor
SB-742457	HTR6	antagonist
METFORMIN HYDROCHLORIDE	NDUFS5	inhibitor
OXYBUTYNIN	CHRM3	antagonist
MEXILETINE HYDROCHLORIDE	SCN10A	blocker
CABERGOLINE	HTR2B	agonist
CHEMBL1275655	HRH4	agonist
CEDELIZUMAB	CD4	inhibitor
SARACATINIB	ABL1	inhibitor
CHEMBL1256845	CHRM4	allosteric_modulator
SOTALOL HYDROCHLORIDE	ADRB2	antagonist
TALACTOFERRIN ALFA	TNF	inhibitor
CHEMBL3186179	HTR1D	agonist
CHEMBL25554	ADRA2A	antagonist
RESERPINE	SLC18A2	inhibitor
LEXIBULIN	TUBB	inhibitor
CHEMBL1979333	HTR2B	agonist
FLUPHENAZINE	HRH1	antagonist
DOXYCYCLINE HYCLATE	MMP13	inhibitor
ARIPIPRAZOLE LAUROXIL	HTR2A	antagonist
CEP-11981	FLT1	inhibitor
ME-344	MT-ND1	inhibitor
CHEMBL414173	APLNR	agonist
ME-344	NDUFB6	inhibitor
REGORAFENIB	ABL1	inhibitor
FULRANUMAB	NGF	inhibitor
PF-06291874	GCGR	antagonist
METERGOLINE	HTR2C	antagonist
CICLOPROLOL	ADRB2	antagonist
ISRADIPINE	CACNA1S	blocker
DIHYDROERGOTAMINE MESYLATE	HTR1D	agonist
PHENPROCOUMON	CCR1	antagonist
5-METHOXYTRYPTAMINE	HTR6	agonist
LEVALBUTEROL HYDROCHLORIDE	ADRB2	agonist
GLYCOPYRROLATE BROMIDE	CHRM1	antagonist
CHEMBL277120	HTR1F	antagonist
METHYSERGIDE MALEATE	HTR1A	partial_agonist
TRIHEXYPHENIDYL	CHRM1	antagonist
MEPENZOLATE BROMIDE	CHRM1	antagonist
SB-243213	HTR2A	antagonist
BEPRIDIL HYDROCHLORIDE	CACNG5	blocker
ALISERTIB	AURKA	inhibitor
DISOPYRAMIDE PHOSPHATE	SCN10A	blocker
METOPROLOL FUMARATE	ADRB1	antagonist
AGOMELATINE	HTR2A	antagonist
CHEMBL1628625	HTR1B	antagonist
IPH-2101	KIR2DL1	inhibitor
SB-243213	HTR2C	antagonist
CYTOSINE	AGTR2	antagonist
DORAMAPIMOD	MAPK13	inhibitor
TOLAZOLINE HYDROCHLORIDE	HRH1	agonist
DOBUTAMINE	ADRB1	agonist
XL-999	FLT1	inhibitor
FEVIPIPRANT	PTGDR2	antagonist
CARAZOLOL	ADRB2	antagonist
CHEMBL130715	CHRM4	agonist
[3H]NEMONAPRIDE	DRD3	antagonist
GTx-758	ESR1	agonist
GUANIDINE HYDROCHLORIDE	KCNC3	blocker
RELAXIN	RXFP2	agonist
3,5-DIHYDROXYBENZOIC ACID	HCAR1	agonist
CHEMBL28992	HTR3B	antagonist
CHLORPROTHIXENE	DRD3	antagonist
MIRTAZAPINE	ADRA2B	antagonist
ALEPLASININ	SERPINE1	inhibitor
CHEMBL86508	GRM6	antagonist
RIOCIGUAT	GUCY1A2	activator
CHEMBL3186179	HTR1B	agonist
THIORIDAZINE HYDROCHLORIDE	HTR2C	antagonist
MESORIDAZINE	HTR2A	antagonist
ISOPROTERENOL SULFATE	ADRB1	agonist
TAMOXIFEN	GPER1	agonist
VINDESINE	TUBB1	binder
GSK-1070916	AURKA	inhibitor
ALISERTIB	AURKA	inhibitor
ALEMCINAL	MLNR	agonist
HISTRELIN ACETATE	GNRHR	agonist
SOTRASTAURIN	PRKCQ	inhibitor
GSK-690693	PRKCG	inhibitor
CYTIDINE	NMBR	agonist
ACEPROMAZINE	DRD1	agonist
EPINEPHRINE BITARTRATE	ADRA2A	agonist
CHEMBL327002	MMP13	inhibitor
CAFFEINE	ADORA2A	antagonist
CHEMBL369459	GRM1	allosteric_modulator
N (g)-NITRO-L-ARGININE	NOS2	inhibitor
FINASTERIDE	SRD5A2	inhibitor
MARIZOMIB	PSMB11	inhibitor
FADOLMIDINE HYDROCHLORIDE	ADRA2B	agonist
CHEMBL430798	HTR2A	antagonist
ESTRONE	ESR1	agonist
5-OXO-ETE	OXER1	agonist
ARGININE	GPRC6A	agonist
FLUOCINOLONE ACETONIDE	SERPINA6	binder
BROMOCRIPTINE	HTR1D	agonist
DONITRIPTAN	HTR1F	agonist
VINBURNINE	CHRM3	allosteric_modulator
PACLITAXEL	TUBB	inhibitor
OCTANOL	GJA4	inhibitor
N (g)-NITRO-L-ARGININE	TPX2	inhibitor
NESVACUMAB	ANGPT2	inhibitor
PNU-99194A	DRD3	binder
2',3'-DIDEOXYADENOSINE TRIPHOSPHATE	P2RY1	agonist
SNS-314	AURKA	inhibitor
LOXAPINE SUCCINATE	HTR2C	antagonist
ZOLMITRIPTAN	HTR1A	agonist
ROTIGOTINE	DRD5	agonist
PERPHENAZINE	HTR2C	antagonist
MISOPROSTOL	PTGER2	agonist
SEVOFLURANE	GABRQ	positive_allosteric_modulator
DINOPROSTONE	PTGER2	agonist
NIROGACESTAT	NOTCH4	inhibitor
TETRABENAZINE	SLC18A2	blocker
cA2	GJB3	inhibitor
N,N-HEXAMETHYLENEAMILORIDE	ADRA2A	allosteric_modulator
CHEMBL472273	HRH1	agonist
BORTEZOMIB	PSMB8	inhibitor
MILAMELINE	CHRM5	agonist
KETOCONAZOLE	F2R	agonist
LISURIDE	ADRA2A	antagonist
TRIMIPRAMINE MALEATE	HRH1	antagonist
PHENACEMIDE	SUCNR1	agonist
CHEMBL75590	ADORA2A	antagonist
CHLORPROMAZINE	HTR1A	antagonist
IMPROMIDINE	HRH1	antagonist
NERISPIRDINE	SCN10A	blocker
CHEMBL286607	HTR1A	antagonist
ALBENDAZOLE	TUBB1	binder
XL-820	FLT1	inhibitor
ENOKIZUMAB	IL9	inhibitor
CHLOROPHENYLPIPERAZINE	HTR2C	agonist
DINOPROSTONE	PTGER1	agonist
HEXOCYCLIUM	CHRM4	antagonist
EPINASTINE	HTR6	antagonist
U-92,016-A	HTR1A	agonist
REGORAFENIB	TEK	inhibitor
QUETIAPINE	HTR1D	agonist
LOFEPRAMINE	SLC6A2	inhibitor
NAVARIXIN	CXCR1	antagonist
DIETHYLSTILBESTROL	ESR1	agonist
TEDISAMIL	KCNA7	blocker
CHEMBL1672354	BRS3	agonist
ALNIDITAN	HTR1D	agonist
CHEMBL239767	CXCR2	antagonist
CHEMBL25554	ADRA2B	antagonist
CLOZAPINE	HTR6	antagonist
FLUSPIRILENE	HTR1A	antagonist
Cerdulatinib	NUAK1	inhibitor
DARIFENACIN	CHRM1	antagonist
FLUSPIRILENE	HTR1D	antagonist
METHYLDOPATE HYDROCHLORIDE	ADRA2A	agonist
STRYCHNINE	CHRM3	allosteric_modulator
ABL-001	ABL1	inhibitor
UMECLIDINIUM	CHRM3	antagonist
TOLTERODINE	CHRM3	antagonist
HALOPERIDOL	HTR2A	antagonist
BROMOCRIPTINE MESYLATE	DRD3	agonist
ALCURONIUM	CHRM1	allosteric_modulator
URIDINE_DIPHOSPHATE	P2RY14	agonist
L-CITRULLINE	GPRC6A	agonist
OSEMOZOTAN	HTR1A	agonist
SABCOMELINE	CHRM3	agonist
ACEPROMAZINE	DRD5	agonist
CHEMBL504548	HTR2A	antagonist
XL-228	ABL1	inhibitor
BUPROPION HYDROCHLORIDE	NAT1	inhibitor
CARBENOXOLONE	GJA8	inhibitor
RIVENPROST	PTGER2	agonist
IVABRADINE HYDROCHLORIDE	HCN4	blocker
CHEMBL579062	GRM1	allosteric_modulator
TOLVAPTAN	AVPR2	antagonist
BENAZEPRIL HYDROCHLORIDE	ACE	inhibitor
ACETIC ACID	HTR2C	antagonist
USTEKINUMAB	IL12B	inhibitor
DRONEDARONE HYDROCHLORIDE	SCN10A	blocker
PROCAINAMIDE	HTR6	agonist
SEMAXANIB	FLT1	inhibitor
METHSCOPOLAMINE BROMIDE	CHRM1	antagonist
AT-9283	AURKA	inhibitor
CHEMBL523685	CHRM3	allosteric_modulator
CHEMBL342375	KCNQ5	channel_blocker
METHYLDOPATE HYDROCHLORIDE	ADRA2B	agonist
DOXYLAMINE SUCCINATE	HRH1	antagonist
VASOPRESSIN	AVPR1A	agonist
cA2	GJB5	inhibitor
4-DAMP	CHRM4	antagonist
MEPROBAMATE	GABRG1	agonist
GUANFACINE	ADRA2A	agonist
OXYTOCIN	AVPR1A	agonist
OLANZAPINE	HRH1	antagonist
BENZPHETAMINE HYDROCHLORIDE	SLC18A2	inhibitor
CONESSINE	HRH4	antagonist
CYSTETINE TRIPHOSPHATE	NMBR	antagonist
VELUSETRAG	NAT1	agonist
CHEMBL438914	NPY5R	antagonist
SOLIFENACIN	CHRM4	antagonist
MK-5108	AURKA	inhibitor
RILUZOLE	SCN10A	blocker
PROPIOMAZINE	HRH1	antagonist
L-694247	HTR1A	agonist
CHEMBL225155	S1PR3	agonist
CHEMBL402643	FPR2	agonist
CHEMBL456145	HCAR2	agonist
FINGOLIMOD HYDROCHLORIDE	S1PR3	agonist
CHEMBL544755	NAT1	agonist
DANUSERTIB	AURKA	inhibitor
PBF-509	ADORA2A	antagonist
CHEMBL275507	HRH1	agonist
ESTRADIOL	ESR1	agonist
GABAPENTIN	CACNG4	modulator
ORANTINIB	AURKA	inhibitor
IRINOTECAN SUCROSOFATE	TOP1	inhibitor
METHYLERGONOVINE MALEATE	HTR2B	partial_agonist
AMOXAPINE	DRD1	antagonist
HISTAMINE	HRH1	agonist
ZOLMITRIPTAN	HTR1E	agonist
EZOGABINE	KCNQ5	activator
TEMAZEPAM	GABRQ	positive_allosteric_modulator
CHEMBL3188091	EDNRB	agonist
DAROTROPIUM BROMIDE	CHRM4	antagonist
RABEPRAZOLE SODIUM	ATP4B	inhibitor
CHEMBL1229592	NUAK1	inhibitor
ARECOLINE	CHRM3	agonist
CAPTOPRIL	ACE	inhibitor
CABERGOLINE	ADRA2B	antagonist
ILOPERIDONE	HTR1A	antagonist
SULPROSTONE	PTGER1	agonist
CHEMBL295770	TACR2	antagonist
ARACHIDONIC ACID	KCNJ4	activator
CHEMBL139677	CHRM4	allosteric_modulator
VINBLASTINE SULFATE	TUBB1	inhibitor
KETANSERIN	HTR1B	antagonist
RG3487	HTR3B	antagonist
PHOSPHOENOLPYRUVATE	EDNRB	agonist
NV-128	MT-ND4	inhibitor
HYDROXYCHLOROQUINE SULFATE	TLR9	antagonist
CHEMBL65280	DRD3	antagonist
ZOPICLONE	GPR119	agonist
OXYTOCIN	AVPR1A	agonist
SEROTONIN	HTR2C	agonist
MILAMELINE	CHRM3	agonist
ZOLMITRIPTAN	HTR1D	agonist
CETRORELIX	GNRHR	antagonist
MUPARFOSTAT (CHEMBL1615835)	FGF2	inhibitor
XL-228	SRMS	inhibitor
RAVIDASVIR	C5AR1	agonist
ISOSORBIDE DINITRATE	GUCY1B3	activator
CIPEMASTAT	MMP1	inhibitor
EPINEPHRINE BITARTRATE	ADRA2B	agonist
NIACIN	DRD1	agonist
SARPOGRELATE	HTR2A	antagonist
ACLIDINIUM	CHRM3	antagonist
METHIXENE HYDROCHLORIDE	HTR2C	antagonist
CHEMBL421362	SSTR5	agonist
CHEMBL3188091	EDNRB	agonist
QUADAZOCINE	OPRD1	antagonist
METHOCTRAMINE	CHRM1	antagonist
VENLAFAXINE HYDROCHLORIDE	NAT1	inhibitor
CAMICINAL	MLNR	agonist
CHEMBL2019090	CNR2	agonist
AFTOBETIN	HTR1A	agonist
KB-003	CSF2	inhibitor
MOEXIPRIL	ACE	inhibitor
Capeserod	NAT1	agonist
ZIPRASIDONE	HTR1E	agonist
AZELASTINE HYDROCHLORIDE	HRH1	antagonist
ASTEMIZOLE	HRH1	antagonist
SGI-1776	HASPIN	inhibitor
CONIVAPTAN	AVPR2	antagonist
FLURAZEPAM HYDROCHLORIDE	GABRQ	positive_allosteric_modulator
ALISKIREN	REN	inhibitor
TIZANIDINE HYDROCHLORIDE	ADRA2C	agonist
BOSUTINIB	ABL1	inhibitor
PASIREOTIDE	SSTR2	agonist
ESLICARBAZEPINE	SCN10A	blocker
BEPRIDIL HYDROCHLORIDE	CACNG1	blocker
METERGOLINE	HTR6	antagonist
5-MEO-DMT	HTR1F	agonist
DINOPROST	PTGDR2	agonist
INDACATEROL	ADRB2	agonist
METHYSERGIDE	HTR6	antagonist
AFLIBERCEPT	VEGFA	inhibitor
ROXINDOLE	HTR2B	antagonist
EXENATIDE	GLP1R	agonist
PROPANOL	FPR3	agonist
TOPIRAMATE	SCN10A	blocker
CHEMBL116590	KCNJ14	channel_blocker
CHEMBL608532	CHRM4	allosteric_modulator
CHENODIOL	GPBAR1	agonist
CHEMBL1627081	DRD3	antagonist
MIRTAZAPINE	HTR2C	antagonist
ISOPROTERENOL SULFATE	SMYD2	inhibitor
PENBUTOLOL SULFATE	ADRB2	antagonist
BATEFENTEROL	ADRB2	agonist
TEDISAMIL	KCNA3	blocker
DIPHEMANIL METHYLSULFATE	CHRM1	antagonist
CHEMBL358015	MC4R	antagonist
FERTIRELIN	GNRHR	agonist
FINGOLIMOD HYDROCHLORIDE	S1PR2	agonist
NILOTINIB HYDROCHLORIDE MONOHYDRATE	ABL1	inhibitor
VALINOMYCIN	SSTR2	agonist
LY-379268	GRM6	agonist
COSYNTROPIN	MC2R	antagonist
FLAVONE	ADORA2A	antagonist
PROGESTERONE	TRPC5	channel_blocker
OTENABANT	CNR1	antagonist
CHEMBL417572	TACR2	antagonist
RELAXIN	RXFP2	agonist
ILOMASTAT	MMP26	inhibitor
APRACLONIDINE HYDROCHLORIDE	ADRA2A	agonist
CLOXYPENDYL	P2RY13	antagonist
TIMOLOL	ADRB2	antagonist
CEP-11981	FLT1	inhibitor
KW-2449	AURKA	inhibitor
CYSTEAMINE	SST	binder
USTEKINUMAB	IL23A	antibody
LECOZOTAN HYDROCHLORIDE	HTR1A	antagonist
PHENOLPHTHALEIN	SLC18A2	inhibitor
IVABRADINE	HCN4	channel_blocker
AM-211	PTGDR2	antagonist
CHEMBL1196470	HRH4	agonist
CHEMBL298972	OPRD1	agonist
FELYPRESSIN	AVPR1A	agonist
Afacifenacin	CHRM5	antagonist
PROPANOL	FPR1	agonist
INCB-9471	CCR5	antagonist
LAROPIPRANT	PTGDR	antagonist
DPDPE	OPRD1	agonist
ANANDAMIDE	KCNA2	channel_blocker
5-METHOXYTRYPTAMINE	NAT1	agonist
LORGLUMIDE	OPRD1	agonist
METHYSERGIDE	HTR2A	antagonist
AZD3199	ADRB2	agonist
ATROPINE	CHRM3	antagonist
PRAMIPEXOLE DIHYDROCHLORIDE	DRD3	agonist
BRENTUXIMAB VEDOTIN	TUBB1	inhibitor
CLOBAZAM	GABRQ	positive_allosteric_modulator
REGORAFENIB	FRK	inhibitor
CHEMBL326418	HTR1B	antagonist
ALSEROXYLON	SLC18A2	blocker
PACLITAXEL	TUBB1	binder
CARBENOXOLONE	GJA4	inhibitor
ALISERTIB	AURKA	inhibitor
CHEMBL334721	TACR2	antagonist
BAFETINIB	ABL1	inhibitor
CARBENOXOLONE	GJB5	inhibitor
PIMOZIDE	KCNA10	channel_blocker
CHEMBL1233686	CHRM5	antagonist
METFORMIN HYDROCHLORIDE	NDUFV3	inhibitor
METHAMPHETAMINE HYDROCHLORIDE	HCRTR1	antagonist
FURTRETHONIUM	CHRM3	agonist
MGCD-265	TEK	inhibitor
FLUFENAMIC ACID	GJB4	inhibitor
CHEMBL277120	MC5R	antagonist
WAY-100,635	HTR1A	antagonist
LEVOCETIRIZINE DIHYDROCHLORIDE	HRH1	antagonist
DOTHIEPIN (CHEMBL1492500)	CHRM5	antagonist
ARIPIPRAZOLE	HTR1A	agonist
SB-649868	HCRTR1	antagonist
BUSPIRONE	HTR1A	agonist
CHEMBL302765	ADORA2A	antagonist
PINDOLOL	ADRB2	partial_agonist
LANSOPRAZOLE	ATP4B	inhibitor
DEXBROMPHENIRAMINE MALEATE	HRH1	antagonist
EZOGABINE	KCNQ5	blocker
TRIFLUPROMAZINE	HTR2B	antagonist
RU-24969	HTR1D	agonist
ITI-007 (CHEMBL3545044)	HTR2A	antagonist
CHEMBL414173	APLNR	agonist
LESINURAD	SLC22A12	blocker
CHEMBL1233686	CHRM4	antagonist
CLONIDINE	ADRA2B	agonist
DEGARELIX	GNRHR	antagonist
ANILINOQUINAZOLINE1	AURKA	inhibitor
TAK-901	AURKA	inhibitor
OZARELIX	GNRHR	antagonist
NV-128	NDUFV3	inhibitor
ACETYLDIGITOXIN	ATP1B2	inhibitor
NAPHTHALENE	PRLHR	antagonist
HYDROCORTISONE ACETATE	GPR119	agonist
Pexmetinib	TEK	inhibitor
PACLITAXEL	TUBB	inhibitor
CHEMBL47394	CTSG	inhibitor
CHLORPROMAZINE	HTR2C	antagonist
CHEMBL384527	P2RY2	agonist
CHEMBL266591	HTR1F	agonist
AZD2624	TACR3	antagonist
CHEMBL1628667	CHRM1	antagonist
BRETYLIUM TOSYLATE	GALR2	agonist
GUANIDINE HYDROCHLORIDE	KCND3	blocker
CYPROHEPTADINE	HRH1	antagonist
REGADENOSON	ADORA2A	agonist
ALCAFTADINE	HRH1	antagonist
AZD2624	TACR3	antagonist
FLUFENAMIC ACID	PANX3	inhibitor
CLONIDINE HYDROCHLORIDE	ADRA2C	agonist
DROPERIDOL	DRD3	antagonist
GLYBURIDE	CHRM1	agonist
BRIMONIDINE	ADRA2B	agonist
GLYCOPYRROLATE	CHRM1	antagonist
PROPRANOLOL HYDROCHLORIDE	ADRB1	antagonist
CHEMBL157769	TRPC5	activator
CHEMBL403317	NMBR	agonist
PLINABULIN	TUBA3E	inhibitor
CHEMBL50267	P2RY14	agonist
CHLORPROMAZINE HYDROCHLORIDE	FPR2	agonist
GR-127935	HTR2C	agonist
Capeserod	HTR1D	agonist
DIPIVEFRIN HYDROCHLORIDE	ADRB1	agonist
OMECAMTIV MECARBIL	MYH6	activator
ETHYNODIOL DIACETATE	TLR8	agonist
MILVETEROL	ADRB2	agonist
ZOLMITRIPTAN	HTR1F	agonist
FADOLMIDINE HYDROCHLORIDE	ADRA2A	agonist
ESTRONE	ESR1	agonist
SUNITINIB	PDGFD	inhibitor
GR-127935	HTR1E	agonist
MESORIDAZINE BESYLATE	HTR2A	antagonist
VINBLASTINE SULFATE	TUBB	inhibitor
OCAPERIDONE	HTR1A	agonist
CHEMBL1326499	ADRB2	antagonist
OCTREOTIDE ACETATE	SSTR4	agonist
TASIDOTIN HYDROCHLORIDE	TUBB1	binder
PRAMIPEXOLE	DRD3	agonist
MESULERGINE	HTR2B	antagonist
BUPROPION	SLC6A2	inhibitor
IMIDAPRILAT	ACE	inhibitor
TOCAINIDE HYDROCHLORIDE	SCN10A	blocker
SB-242084	HTR2A	antagonist
LURASIDONE HYDROCHLORIDE	HTR2A	antagonist
ISOSORBIDE	BCL2L1	inhibitor
ESTROGENS, CONJUGATED	ESR1	agonist
RAUWOLSCINE	HTR2B	antagonist
PROPIDIUM	ACVR1C	agonist
DIHYDROERGOTAMINE	HTR1F	agonist
CENICRIVIROC	CCR5	antagonist
PERPHENAZINE	HRH1	antagonist
VIPADENANT	ADORA2A	antagonist
IRINOTECAN	TOP1	inhibitor
DIHYDROERGOTAMINE	HTR1B	agonist
PYRILAMINE MALEATE	HRH1	antagonist
Derenofylline	ADORA2A	antagonist
SCOPOLAMINE	CHRM1	antagonist
PRS-211375	CNR2	agonist
CLIDINIUM BROMIDE	CHRM3	antagonist
ZOTEPINE	HTR1E	antagonist
PF-06372865	GABRQ	agonist
CPCCOET	GRM1	allosteric_modulator
MYCOPHENOLATE MOFETIL	IMPDH2	inhibitor
LABETALOL HYDROCHLORIDE	ADRA2B	antagonist
LOXAPINE HYDROCHLORIDE	DRD3	antagonist
SNS-314	AURKA	inhibitor
KELIXIMAB	CD4	negative_modulator
CHEMBL375293	ADORA2A	antagonist
GABAPENTIN ENACARBIL	CACNG1	modulator
CHEMBL273807	ADORA2A	antagonist
METHYLMALONIC ACID	SUCNR1	agonist
DIGITOXIN	ATP1B2	inhibitor
QUINPIROLE	DRD3	agonist
LYSERGOL	HTR1D	agonist
CHEMBL296908	AVPR2	antagonist
ANISOTROPINE METHYLBROMIDE	CHRM1	antagonist
DASATINIB	ABL1	inhibitor
OXPRENOLOL HYDROCHLORIDE	ADRB1	antagonist
CHEMBL1397260	PTGDR	agonist
GR-127935	HTR1D	agonist;antagonist
FLUPENTIXOL	DRD5	antagonist
CHEMBL265859	AVPR1A	agonist
CHEMBL2096742	MC3R	antagonist
CHEMBL123132	GRIA1	agonist
CHEMBL201013	ESR1	antagonist
METHYLPROMAZINE	HRH1	antagonist
SEGLITIDE	SSTR2	agonist
METHYL FUMARATE	HCAR2	agonist
ILOMASTAT	MMP1	inhibitor
SERGOLEXOLE	HTR2A	antagonist
HISTAMINE	HRH4	agonist
METHYLPHENIDATE	SLC6A2	inhibitor
OLEOYLETHANOLAMIDE	GPR55	agonist
ENOXAPARIN	CCR5	agonist
OLANZAPINE	HTR1A	agonist
DIPHENYLPYRALINE HYDROCHLORIDE	HRH1	antagonist
CLOPROSTENOL (CHEMBL2220404)	PTGDR	agonist
CHEMBL571858	HTR6	agonist
ONDANSETRON	HTR3B	antagonist
CHEMBL358653	PTGER1	antagonist
ITURELIX	GNRHR	antagonist
CARFILZOMIB	PSMB11	inhibitor
CEP-2563	NTRK2	inhibitor
CHEMBL1256845	CHRM3	allosteric_modulator
PRILOCAINE HYDROCHLORIDE	SCN10A	blocker
METHDILAZINE HYDROCHLORIDE	HRH1	antagonist
PEROSPIRONE	DRD3	antagonist
LK-204545	ADRB2	antagonist
TRYPTAMINE	HTR1E	agonist
