from	to	type
USF1	RELA	Unknown
USF1	S100A6	Unknown
USF1	SCN9A	Unknown
USF1	SERBP1	Activation
USF1	SERPINE1	Unknown
USF1	SF1	Unknown
USF1	SLC16A1	Unknown
USF1	SLC19A1	Unknown
USF1	SLC1A3	Unknown
USF1	SLC22A2	Unknown
USF1	TBX21	Unknown
USF1	TCN2	Unknown
USF1	TERT	Unknown
USF1	TGFB1	Unknown
USF1	TGFB2	Unknown
USF1	TOP3A	Activation
USF1	TYMS	Unknown
USF2	ABCA1	Unknown
USF2	APC	Unknown
USF2	APOA2	Unknown
USF2	APOA5	Unknown
USF2	ASCL2	Repression
USF2	ASPH	Unknown
USF2	ATP5F1A	Activation
USF2	B2M	Unknown
USF2	BRCA1	Unknown
USF2	BRCA2	Unknown
USF2	CD2	Unknown
USF2	CEACAM1	Unknown
USF2	CEACAM5	Unknown
USF2	CFTR	Unknown
USF2	CTSB	Unknown
USF2	CTSD	Unknown
USF2	CXCR2	Activation
USF2	CXCR4	Unknown
USF2	CYP19A1	Unknown
USF2	EPAS1	Unknown
USF2	FBP1	Unknown
USF2	FCER1A	Unknown
USF2	FMR1	Unknown
USF2	HIF1A	Unknown
USF2	HMOX1	Unknown
USF2	HOXB4	Unknown
USF2	IGF2R	Unknown
USF2	LIPC	Unknown
USF2	MYH9	Unknown
USF2	NR5A1	Unknown
USF2	P4HA1	Activation
USF2	PDX1	Unknown
USF2	PF4	Unknown
USF2	PIGR	Unknown
USF2	PKLR	Unknown
USF2	POU2F1	Unknown
USF2	PTGS2	Unknown
USF2	PTPN6	Unknown
USF2	SF1	Unknown
USF2	SLC19A1	Unknown
USF2	TCN2	Unknown
USF2	TERT	Unknown
USF2	TGFB1	Unknown
USF2	TGFB2	Unknown
USF2	THBS1	Unknown
USF2	TOP3A	Unknown
UTF1	CDKN1B	Unknown
VDR	AMH	Unknown
VDR	ASAP2	Unknown
VDR	BGLAP	Unknown
VDR	BHLHE40	Unknown
VDR	CALB1	Activation
VDR	CAMP	Unknown
VDR	CD14	Activation
VDR	CDH1	Activation
VDR	CDKN1A	Unknown
VDR	CDKN1B	Activation
VDR	CST5	Activation
VDR	CXCL8	Unknown
VDR	CYP1A1	Unknown
VDR	CYP24A1	Unknown
VDR	CYP3A4	Unknown
VDR	CYP3A5	Unknown
VDR	CYP3A7	Unknown
VDR	CYP7A1	Repression
VDR	DDIT4	Unknown
VDR	DKK4	Repression
VDR	EGFR	Unknown
VDR	ERBB2	Unknown
VDR	FOXP3	Unknown
VDR	HLA-DRB1	Unknown
VDR	HOXA10	Activation
VDR	IGFBP3	Unknown
VDR	IL10	Repression
VDR	IL12B	Repression
VDR	IL2	Repression
VDR	IL6	Repression
VDR	NCOR1	Activation
VDR	PHB	Unknown
VDR	PLD1	Unknown
VDR	PODXL	Unknown
VDR	PRL	Unknown
VDR	PTH	Repression
VDR	SKP2	Repression
VDR	TLR10	Unknown
VDR	TNFRSF21	Activation
VDR	TPT1	Activation
VDR	TRPV6	Activation
VDR	UCP1	Unknown
VEZF1	IL3	Activation
VHL	ANGPT2	Repression
VHL	AR	Activation
VHL	CA12	Unknown
VHL	CA9	Unknown
VHL	CCND1	Unknown
VHL	CDKN1B	Activation
VHL	CDKN1C	Activation
VHL	COL4A2	Unknown
VHL	CXCR4	Repression
VHL	DAB2	Activation
VHL	HIF1A	Unknown
VHL	IGF1R	Repression
VHL	KLF10	Unknown
VHL	NMU	Repression
VHL	SPARC	Activation
VHL	BHLHE40	Unknown
VHL	TCF4	Unknown
VHL	TFRC	Repression
VHL	TP53	Unknown
VHL	VEGFA	Unknown
WDR5	MYC	Unknown
WT1	ABCB1	Unknown
WT1	AMH	Unknown
WT1	AR	Repression
WT1	BCL2	Unknown
WT1	CAMP	Repression
WT1	CCNE1	Repression
WT1	CD14	Activation
WT1	ADGRE5	Activation
WT1	CDC73	Repression
WT1	CDH1	Unknown
WT1	CDKN1A	Unknown
WT1	CIAO1	Unknown
WT1	CKM	Activation
WT1	CTCF	Unknown
WT1	CX3CL1	Unknown
WT1	CXXC5	Activation
WT1	CYP19A1	Repression
WT1	DNMT3A	Activation
WT1	EGFR	Unknown
WT1	EREG	Unknown
WT1	ETS1	Activation
WT1	HBEGF	Unknown
WT1	HOXA10	Unknown
WT1	IGF1	Repression
WT1	IGF1R	Unknown
WT1	IGF2	Unknown
WT1	IL2RB	Unknown
WT1	IRF8	Repression
WT1	ITGAX	Activation
WT1	JUN	Activation
WT1	JUNB	Unknown
WT1	KLK3	Unknown
WT1	MYB	Unknown
WT1	MYC	Unknown
WT1	MYCN	Unknown
WT1	NDRG2	Activation
WT1	NPHS1	Unknown
WT1	NR5A1	Unknown
WT1	ODC1	Unknown
WT1	PAX2	Unknown
WT1	PDGFA	Unknown
WT1	PODXL	Activation
WT1	SMAD3	Activation
WT1	SNAI2	Unknown
WT1	SRY	Activation
WT1	STIM1	Repression
WT1	TBXA2R	Repression
WT1	TERT	Unknown
WT1	THBS1	Unknown
WT1	U2AF2	Unknown
WT1	UBE2I	Unknown
WT1	VDR	Unknown
WT1	VEGFA	Unknown
WT1	VEGFB	Unknown
WT1	WTAP	Unknown
WWP1	ERBB4	Repression
WWP1	SPART	Unknown
WWP1	TGFBR1	Repression
WWTR1	ASNS	Repression
WWTR1	BAK1	Activation
WWTR1	BAX	Activation
WWTR1	IGFBP1	Unknown
WWTR1	LTBR	Activation
WWTR1	SMAD3	Activation
XBP1	CCL2	Unknown
XBP1	CXCL8	Unknown
XBP1	DDIT3	Unknown
XBP1	EDEM2	Unknown
XBP1	ERN1	Unknown
XBP1	ERP29	Repression
XBP1	ESR1	Activation
XBP1	GAD1	Unknown
XBP1	HSPA1A	Unknown
XBP1	HSPA5	Unknown
XBP1	IL6	Unknown
XBP1	NOS2	Unknown
XBP1	NPPB	Activation
XBP1	PRNP	Unknown
XBP1	PTGER4	Unknown
XBP1	SOD2	Unknown
XBP1	VEGFA	Unknown
XBP1	WFS1	Unknown
XBP1	ZHX2	Unknown
XPC	CASP2	Repression
XPC	CPD	Unknown
XPC	KIN	Activation
XPC	RNF111	Repression
XRCC5	CD40	Unknown
XRCC5	ERBB2	Unknown
XRCC5	ETS1	Repression
XRCC6	CD40	Unknown
XRCC6	ERBB2	Unknown
YBX1	ABCB1	Unknown
YBX1	AGT	Activation
YBX1	ANAPC4	Repression
YBX1	AR	Unknown
YBX1	CCNB1	Repression
YBX1	CCNC	Repression
YBX1	CDC20	Repression
YBX1	CDH1	Activation
YBX1	CDKN3	Activation
YBX1	CKS2	Repression
YBX1	CXCR4	Activation
YBX1	E2F1	Unknown
YBX1	EGFR	Activation
YBX1	ERBB2	Unknown
YBX1	ERBB3	Activation
YBX1	FAS	Repression
YBX1	KPNA2	Repression
YBX1	MET	Activation
YBX1	MIA	Unknown
YBX1	MMP13	Repression
YBX1	MMP2	Unknown
YBX1	MNAT1	Repression
YBX1	MYCN	Activation
YBX1	RAD9A	Activation
YBX1	RBBP8	Repression
YBX1	SKP2	Repression
YBX1	SLC6A4	Unknown
YBX1	SUMO1	Repression
YBX1	TOP2A	Unknown
YBX1	TYMS	Repression
YEATS4	TP53	Repression
YY1	ACTC1	Repression
YY1	ADORA2A	Unknown
YY1	APC	Repression
YY1	APH1A	Activation
YY1	ATP2C1	Activation
YY1	BDKRB1	Unknown
YY1	BRCA1	Unknown
YY1	CBX5	Unknown
YY1	CCL13	Unknown
YY1	CCR5	Repression
YY1	CETP	Unknown
YY1	CFTR	Unknown
YY1	COL1A2	Unknown
YY1	COX6A1	Unknown
YY1	COX7C	Activation
YY1	CREBBP	Unknown
YY1	CTCF	Activation
YY1	CXCR4	Unknown
YY1	CYP3A5	Unknown
YY1	DBH	Activation
YY1	DEK	Unknown
YY1	DNAJB4	Activation
YY1	EGFR	Activation
YY1	EPAS1	Repression
YY1	ERBB2	Unknown
YY1	ERCC5	Activation
YY1	FAS	Repression
YY1	FCER1A	Activation
YY1	FCGR2B	Unknown
YY1	FCGR3B	Unknown
YY1	FDPS	Unknown
YY1	FMO3	Unknown
YY1	GBP1	Unknown
YY1	GDAP1	Activation
YY1	GNAS	Unknown
YY1	HAS2	Repression
YY1	HBE1	Unknown
YY1	HCFC1	Unknown
YY1	HDAC1	Unknown
YY1	HDAC2	Unknown
YY1	HDAC3	Unknown
YY1	HIF1A	Unknown
YY1	HLA-DRA	Unknown
YY1	HOXB13	Repression
YY1	HOXB7	Unknown
YY1	HSD3B2	Activation
YY1	HSPA5	Activation
YY1	IFNB1	Unknown
YY1	IFNG	Unknown
YY1	IL1B	Unknown
YY1	IL4	Activation
YY1	IL5	Unknown
YY1	INO80	Unknown
YY1	IRF7	Unknown
YY1	IVL	Unknown
YY1	KIR3DL1	Unknown
YY1	LDLR	Unknown
YY1	LRIG2	Unknown
YY1	LSS	Unknown
YY1	MUC4	Repression
YY1	MYC	Unknown
YY1	NF1	Activation
YY1	NOS2	Unknown
YY1	NR3C1	Unknown
YY1	OPRM1	Unknown
YY1	PARP1	Unknown
YY1	PCNA	Unknown
YY1	PDIA6	Repression
YY1	PEG3	Unknown
YY1	POSTN	Repression
YY1	PRDM2	Activation
YY1	SAP30	Unknown
YY1	SLC26A3	Unknown
YY1	SMAD7	Unknown
YY1	SNRPN	Unknown
YY1	STAR	Unknown
YY1	SURF1	Unknown
YY1	SURF2	Activation
YY1	TDO2	Unknown
YY1	TF	Unknown
YY1	TFAP2A	Activation
YY1	TFRC	Unknown
YY1	TNFRSF10B	Repression
YY1	TOP3A	Activation
YY1	TP53	Unknown
YY1	TP73	Activation
YY1	TSIX	Unknown
YY1	VEGFB	Activation
YY1	VWF	Unknown
YY1	WDFY4	Unknown
YY1	ZNF175	Activation
ZBTB14	FHL2	Activation
ZBTB16	BCL2	Repression
ZBTB16	BID	Repression
ZBTB16	CCNA2	Unknown
ZBTB16	CEBPA	Unknown
ZBTB16	CRABP1	Activation
ZBTB16	CXCR4	Activation
ZBTB16	GFI1	Unknown
ZBTB16	ID2	Unknown
ZBTB16	LEF1	Unknown
ZBTB16	SOX9	Activation
ZBTB17	CDKN1A	Unknown
ZBTB17	CDKN2B	Activation
ZBTB2	ARF1	Repression
ZBTB2	CDKN1A	Repression
ZBTB2	MDM2	Activation
ZBTB2	TP53	Repression
ZBTB5	CDKN1A	Repression
ZBTB7A	CDKN2A	Repression
ZBTB7A	FOS	Repression
ZBTB7A	MYC	Repression
ZBTB7A	PFKP	Repression
ZBTB7A	PKM	Repression
ZBTB7A	SLC2A3	Repression
ZEB1	AR	Unknown
ZEB1	BCL6	Repression
ZEB1	CDH1	Unknown
ZEB1	COL4A3	Unknown
ZEB1	CXADR	Repression
ZEB1	EPCAM	Repression
ZEB1	GRHL2	Repression
ZEB1	ITGB4	Unknown
ZEB1	LAMC2	Unknown
ZEB1	MUC1	Repression
ZEB1	PKP3	Repression
ZEB1	POU5F1	Activation
ZEB1	SPRR1B	Activation
ZEB2	CDH1	Repression
ZEB2	CXADR	Repression
ZEB2	ITGA5	Activation
ZEB2	MEOX2	Repression
ZEB2	POU5F1	Activation
ZEB2	VIM	Activation
ZFHX3	AFP	Repression
ZFHX3	CDKN1A	Activation
ZFHX3	MUC5AC	Repression
ZFHX3	MYB	Repression
ZFP36	CXCL8	Repression
ZFP36	ELAVL1	Activation
ZFP36	HIF1A	Repression
ZFP36	IL2	Repression
ZFP36	IL6	Repression
ZFP36	LATS2	Repression
ZFP36	SERPINB2	Unknown
ZFP36	VEGFA	Repression
ZFP36L1	VEGFA	Repression
ZHX2	AFP	Repression
ZHX2	CCNA2	Repression
ZHX2	CCNE1	Repression
ZHX2	HNF1A	Unknown
ZIC1	BCL2L13	Activation
ZIC1	EIF3M	Activation
ZIC1	JUND	Activation
ZIC2	SLC13A4	Unknown
ZIC2	TCF4	Repression
ZIC3	NPPA	Unknown
ZMYND11	IL6	Activation
ZNF143	BUB1B	Activation
ZNF143	ESCO2	Unknown
ZNF143	PCYT1A	Activation
ZNF143	TALDO1	Unknown
ZNF148	ADORA2A	Unknown
ZNF148	CDKN2A	Unknown
ZNF148	CXCL5	Unknown
ZNF148	GAST	Activation
ZNF148	IRS2	Unknown
ZNF148	MMP3	Activation
ZNF148	ODC1	Unknown
ZNF148	SOX18	Repression
ZNF148	VIM	Unknown
ZNF160	TLR4	Repression
ZNF175	NTF3	Activation
ZNF202	ABCA1	Repression
ZNF202	AMACR	Unknown
ZNF202	POMGNT1	Repression
ZNF217	CDH1	Repression
ZNF224	ALDOA	Repression
ZNF224	VDR	Activation
ZNF239	RBP3	Repression
ZNF24	CCND1	Activation
ZNF24	CTNNB1	Activation
ZNF24	MSLN	Unknown
ZNF24	PDGFRB	Repression
ZNF24	VEGFA	Repression
ZNF267	MMP10	Repression
ZNF300	CDKN1A	Repression
ZNF300	CDKN1B	Repression
ZNF300	CXCL8	Activation
ZNF300	IL6	Activation
ZNF300	MYC	Activation
ZNF335	REST	Unknown
ZNF350	ATXN2	Activation
ZNF350	HMGA2	Repression
ZNF350	RBBP8	Unknown
ZNF350	TRIM28	Unknown
ZNF382	CDK6	Repression
ZNF382	HMGA2	Repression
ZNF382	ID1	Repression
ZNF382	IKBKE	Repression
ZNF382	JUN	Repression
ZNF382	MITF	Repression
ZNF382	MYC	Repression
ZNF382	NFKB1	Repression
ZNF382	STAT3	Repression
ZNF382	STAT5B	Repression
ZNF383	JUN	Repression
ZNF410	MMP1	Unknown
ZNF423	BRCA1	Unknown
ZNF444	SCARF1	Activation
ZNF76	CDKN1A	Repression
ZNF76	PCYT1A	Activation
ZNF76	TALDO1	Unknown
ZNRD1	ABCB1	Activation
ZNRD1	BCL2	Activation
AR	IL2	Unknown
AR	ABCB1	Unknown
AR	ACAA1	Unknown
AR	ACOX1	Unknown
AR	ACOX2	Unknown
AR	ACSL1	Unknown
AR	ADAM28	Unknown
AR	ADAMTS3	Unknown
AR	ADAMTS4	Unknown
AR	ADIPOQ	Unknown
AR	ADIPOR1	Unknown
AR	ADIPOR2	Unknown
AR	AKR1B1	Unknown
AR	ALB	Unknown
AR	ALPP	Unknown
AR	AMH	Unknown
AR	ANGPTL4	Unknown
AR	APOA1	Unknown
AR	APOB	Unknown
AR	APOBR	Unknown
AR	APOC3	Unknown
AR	APOE	Unknown
AR	AR	Unknown
AR	AREG	Unknown
AR	ASB2	Unknown
AR	ATP2A2	Unknown
AR	AVP	Unknown
AR	BCL2	Unknown
AR	BTF3P11	Unknown
AR	CASP3	Unknown
AR	CCND1	Unknown
AR	CCND2	Unknown
AR	CCNG1	Unknown
AR	CD36	Unknown
AR	CD38	Unknown
AR	CD40	Unknown
AR	CD83	Unknown
AR	CDH13	Unknown
AR	CDK7	Unknown
AR	CETP	Unknown
AR	CITED2	Unknown
AR	CPT1A	Unknown
AR	CPT1B	Unknown
AR	CPT2	Unknown
AR	CRABP2	Unknown
AR	CYP19A1	Unknown
AR	CYP1A1	Unknown
AR	CYP26A1	Unknown
AR	CYP27A1	Unknown
AR	CYP4A11	Unknown
AR	CYP7A1	Unknown
AR	DBI	Unknown
AR	DHRS4	Unknown
AR	DRD1	Unknown
AR	ECM1	Unknown
AR	EDN1	Unknown
AR	ELF4	Unknown
AR	ELK1	Unknown
AR	ESR1	Unknown
AR	ESR2	Unknown
AR	ETS1	Unknown
AR	F9	Unknown
AR	FABP1	Unknown
AR	FABP3	Unknown
AR	FADS2	Unknown
AR	FBP2	Unknown
AR	FCER1A	Unknown
AR	FGB	Unknown
AR	FGF13	Unknown
AR	FGF2	Unknown
AR	FGF8	Unknown
AR	FGFBP1	Unknown
AR	FGFR1	Unknown
AR	FHL2	Unknown
AR	GADD45A	Unknown
AR	GADD45B	Unknown
AR	GADD45G	Unknown
AR	GATA3	Unknown
AR	GCK	Unknown
AR	GOT1	Unknown
AR	GSTP1	Unknown
AR	HES1	Unknown
AR	HMGCS1	Unknown
AR	HMGCS2	Unknown
AR	HNF1A	Unknown
AR	HNF1B	Unknown
AR	HOXA1	Unknown
AR	HOXA4	Unknown
AR	HOXA7	Unknown
AR	HOXB4	Unknown
AR	HOXC8	Unknown
AR	HOXD4	Unknown
AR	HSD11B1	Unknown
AR	HSD17B1	Unknown
AR	IBSP	Unknown
AR	ICAM1	Unknown
AR	IFNAR1	Unknown
AR	IGFBP5	Unknown
AR	IL6ST	Unknown
AR	INS	Unknown
AR	IRAK2	Unknown
AR	KAT5	Unknown
AR	KAT7	Unknown
AR	KCNH4	Unknown
AR	KCNH8	Unknown
AR	KHSRP	Unknown
AR	KLK14	Unknown
AR	KLK15	Unknown
AR	KLKB1	Unknown
AR	KRT19	Unknown
AR	LCP1	Unknown
AR	LIPA	Unknown
AR	LIPE	Unknown
AR	LPL	Unknown
AR	MAP4K2	Unknown
AR	MIF	Unknown
AR	MMP9	Unknown
AR	MUC4	Unknown
AR	MUC5AC	Unknown
AR	MYB	Unknown
AR	MYCN	Unknown
AR	MYH6	Unknown
AR	NCOA1	Unknown
AR	NCOA2	Unknown
AR	NCOA3	Unknown
AR	NCOA4	Unknown
AR	NCOA6	Unknown
AR	NCOR1	Unknown
AR	NCOR2	Unknown
AR	NEDD9	Unknown
AR	NFKBIA	Unknown
AR	NKX2-1	Unknown
AR	NOL3	Unknown
AR	NOX1	Unknown
AR	NR1D1	Unknown
AR	NR1H3	Unknown
AR	NRIP1	Unknown
AR	NUDT6	Unknown
AR	PCK1	Unknown
AR	PDHA1	Unknown
AR	PGC	Unknown
AR	PKD1	Unknown
AR	PLAT	Unknown
AR	PLAU	Unknown
AR	PML	Unknown
AR	POU1F1	Unknown
AR	POU2F1	Unknown
AR	POU5F1	Unknown
AR	PPARG	Unknown
AR	PPARGC1A	Unknown
AR	PPBP	Unknown
AR	PPP2R2C	Unknown
AR	PRKCA	Unknown
AR	PTGER2	Unknown
AR	PTGS1	Unknown
AR	PTHLH	Unknown
AR	RARA	Unknown
AR	RARB	Unknown
AR	RARG	Unknown
AR	RETN	Unknown
AR	RNF4	Unknown
AR	RPE65	Unknown
AR	S100A8	Unknown
AR	S100A9	Unknown
AR	SAT1	Unknown
AR	SCARB1	Unknown
AR	SCD	Unknown
AR	SCGB1D1	Unknown
AR	SEMA6B	Unknown
AR	SERPINE1	Unknown
AR	SERPINF1	Unknown
AR	SFTPB	Unknown
AR	SLC10A2	Unknown
AR	SLC5A5	Unknown
AR	SMAD3	Unknown
AR	SMARCA1	Unknown
AR	SMARCA2	Unknown
AR	SMPD1	Unknown
AR	SNORD116-1	Unknown
AR	SOS1	Unknown
AR	STAT3	Unknown
AR	STAT5B	Unknown
AR	STRA6	Unknown
AR	TCF7	Unknown
AR	TG	Unknown
AR	TGFB1	Unknown
AR	TGFB2	Unknown
AR	TGM1	Unknown
AR	THPO	Unknown
AR	TMSB10	Unknown
AR	TNFAIP2	Unknown
AR	TNFRSF11B	Unknown
AR	TNFRSF1B	Unknown
AR	TPO	Unknown
AR	UBE3A	Unknown
AR	UCP1	Unknown
AR	UCP2	Unknown
AR	UCP3	Unknown
AR	UGT1A10	Unknown
AR	UGT2B4	Unknown
AR	ZMIZ1	Unknown
AR	IL6	Unknown
ARNT	LEP	Unknown
ATF1	IFNAR1	Unknown
ATF1	NR3C2	Unknown
ATF1	NT5E	Unknown
ATF1	NTRK1	Unknown
ATF1	NTRK3	Unknown
ATF1	OXT	Unknown
ATF1	PGK1	Unknown
ATF1	POLB	Unknown
ATF1	POLG2	Unknown
ATF1	PTGS2	Unknown
ATF1	RB1	Unknown
ATF1	SLC19A1	Unknown
ATF1	SLC6A4	Unknown
ATF1	SPRR3	Unknown
ATF1	ST3GAL5	Unknown
ATF1	TEAD1	Unknown
ATF1	TFRC	Unknown
ATF1	TG	Unknown
ATF1	TNF	Unknown
ATF1	TOP1	Unknown
ATF1	UBE2I	Unknown
ATF1	UCP1	Unknown
ATF1	UGT8	Unknown
ATF1	VIPR1	Unknown
ATF1	DPAGT1	Unknown
ATF1	COPA	Unknown
ATF1	GOLPH3	Unknown
ATF1	MUC1	Unknown
ATF1	STAT3	Unknown
ATF1	TSPAN31	Unknown
ATF1	VIP	Unknown
ATF1	EGR1	Unknown
ATF1	CD8A	Unknown
ATF1	CDK1	Unknown
ATF1	ID2	Unknown
ATF1	HSPA5	Unknown
ATF1	HLA-G	Unknown
ATF1	GH2	Unknown
ATF1	FOS	Unknown
ATF1	FLII	Unknown
ATF1	FLI1	Unknown
ATF1	EXOC3	Unknown
ATF1	ACHE	Unknown
ATF1	ADRB3	Unknown
ATF1	AGT	Unknown
ATF1	AGXT	Unknown
ATF1	APEX1	Unknown
ATF1	CCL5	Unknown
ATF1	CCDC65	Unknown
ATF1	CALCA	Unknown
ATF1	BRCA1	Unknown
ATF1	AVP	Unknown
ATF1	ATM	Unknown
ATF1	ARNT2	Unknown
ATF1	AQP3	Unknown
ATF1	CHGA	Unknown
ATF1	CIITA	Unknown
ATF1	IL1B	Unknown
ATF1	IL6	Unknown
ATF1	INHBA	Unknown
ATF1	JUN	Unknown
ATF1	LTC4S	Unknown
ATF1	MED21	Unknown
ATF1	MYH10	Unknown
ATF1	NANS	Unknown
ATF1	NKX6-1	Unknown
ATF1	NOS1	Unknown
ATF2	HFE	Unknown
ATF2	CGA	Unknown
ATF2	CCNA1	Unknown
ATF2	ATF2	Unknown
ATF2	VIP	Unknown
ATF2	RB1	Unknown
ATF2	NR4A2	Unknown
ATF2	FOS	Activation
ATF2	SELE	Unknown
ATF2	PENK	Unknown
ATF2	NT5E	Unknown
ATF2	ACE	Unknown
ATF2	HLA-G	Unknown
ATF2	HLA-F	Unknown
ATF2	HLA-E	Unknown
ATF4	PPP1R15A	Unknown
ATF4	HPGD	Unknown
ATF4	CGA	Unknown
ATF4	CXCR5	Unknown
ATF4	VIP	Unknown
BCL3	CDH13	Unknown
BCL3	FYN	Unknown
BCL3	SELP	Unknown
BCL3	PIR	Unknown
BCL3	NFKB2	Unknown
BCL6	PRDM1	Unknown
BRCA1	ELK1	Unknown
BRCA1	PCNA	Unknown
BRCA1	BCL2	Unknown
BRCA1	AR	Unknown
BRCA1	AKR1B1	Unknown
BRCA1	KCNH8	Unknown
BRCA1	ETS1	Unknown
BRCA1	ERG	Unknown
BRCA1	ELK4	Unknown
BRCA1	KCNH4	Unknown
BRCA1	TP53	Unknown
BRCA1	TAF10	Unknown
BRCA2	FHIT	Unknown
BRCA2	ESR1	Unknown
CEBPA	ITGA5	Unknown
CEBPA	IRS1	Unknown
CEBPA	IL4	Unknown
CEBPA	IL1A	Unknown
CEBPA	IL12B	Unknown
CEBPA	IGFBP1	Unknown
CEBPA	HPX	Unknown
CEBPA	HP	Unknown
CEBPA	HNF4A	Unknown
CEBPA	HMGCS2	Unknown
CEBPA	HMGCS1	Unknown
CEBPA	HMGB1	Unknown
CEBPA	HBE1	Unknown
CEBPA	GUCY2C	Unknown
CEBPA	GSK3B	Unknown
CEBPA	GSK3A	Unknown
CEBPA	GPX4	Unknown
CEBPA	GNRHR	Unknown
CEBPA	GDNF	Unknown
CEBPA	GADD45A	Unknown
CEBPA	FGL2	Unknown
CEBPA	FGFBP1	Unknown
CEBPA	FGA	Unknown
CEBPA	FCAR	Unknown
CEBPA	FASN	Unknown
CEBPA	FAS	Unknown
CEBPA	F8	Unknown
CEBPA	F3	Unknown
CEBPA	EPX	Unknown
CEBPA	EPO	Unknown
CEBPA	ENPP3	Unknown
CEBPA	ELN	Unknown
CEBPA	ELK1	Unknown
CEBPA	EHHADH	Unknown
CEBPA	EDN1	Unknown
CEBPA	CYP3A7	Unknown
CEBPA	CYP21A2	Unknown
CEBPA	CXCL9	Unknown
CEBPA	CSN2	Unknown
CEBPA	CREB1	Unknown
CEBPA	COMT	Unknown
CEBPA	CFTR	Unknown
CEBPA	CETP	Unknown
CEBPA	CEL	Unknown
CEBPA	CDKN1A	Unknown
CEBPA	CDK2	Unknown
CEBPA	CDH13	Unknown
CEBPA	CD19	Unknown
CEBPA	CD14	Unknown
CEBPA	CCR2	Unknown
CEBPA	CCNE1	Unknown
CEBPA	CCND1	Unknown
CEBPA	CCNB1	Unknown
CEBPA	CCL5	Unknown
CEBPA	C8orf76	Unknown
CEBPA	APOB	Unknown
CEBPA	APOA1	Unknown
CEBPA	ALOX5AP	Unknown
CEBPA	AGXT	Unknown
CEBPA	AGT	Unknown
CEBPA	AEBP1	Unknown
CEBPA	ADIPOQ	Unknown
CEBPA	ACE	Unknown
CEBPA	ACACA	Unknown
CEBPA	ABCC1	Unknown
CEBPA	ABCB1	Unknown
CEBPA	CPS1	Unknown
CEBPA	CSRP1	Unknown
CEBPA	TFAP2A	Unknown
CEBPA	TIMP2	Unknown
CEBPA	TSC22D3	Unknown
CEBPA	XDH	Unknown
CEBPA	UHRF1	Unknown
CEBPA	UBP1	Unknown
CEBPA	UBE2L3	Unknown
CEBPA	TWF2	Unknown
CEBPA	TPH1	Unknown
CEBPA	TP53	Unknown
CEBPA	TOP2A	Unknown
CEBPA	TK1	Unknown
CEBPA	TGFB1	Unknown
CEBPA	TF	Unknown
CEBPA	SREBF2	Unknown
CEBPA	SREBF1	Unknown
CEBPA	SP1	Unknown
CEBPA	SOD1	Unknown
CEBPA	SLC9A1	Unknown
CEBPA	SCD	Unknown
CEBPA	RNASE2	Unknown
CEBPA	RB1	Unknown
CEBPA	PTGS2	Unknown
CEBPA	PSG1	Unknown
CEBPA	PREB	Unknown
CEBPA	PPARG	Unknown
CEBPA	PCNA	Unknown
CEBPA	NR5A1	Unknown
CEBPA	NOS2	Unknown
CEBPA	NFYC	Unknown
CEBPA	NFYB	Unknown
CEBPA	NFYA	Unknown
CEBPA	MYBL1	Unknown
CEBPA	MPO	Unknown
CEBPA	MMP12	Unknown
CEBPA	MMP11	Unknown
CEBPA	MME	Unknown
CEBPA	MAT2A	Unknown
CEBPA	LTF	Unknown
CEBPA	LSP1	Unknown
CEBPA	LIPC	Unknown
CEBPA	LDLR	Unknown
CEBPA	LBP	Unknown
CEBPA	KCNMA1	Unknown
CEBPA	KCNH8	Unknown
CEBPA	KCNH4	Unknown
CEBPA	KAT7	Unknown
CEBPA	IVL	Unknown
CEBPA	ITGB2	Unknown
CEBPA	ITGAL	Unknown
CEBPA	ITGA2	Unknown
CEBPB	TF	Unknown
CEBPB	IL18BP	Unknown
CEBPB	IL1A	Unknown
CEBPB	ITGB2	Unknown
CEBPB	LEP	Unknown
CEBPB	MEFV	Unknown
CEBPB	MIA	Unknown
CEBPB	NOS2	Unknown
CEBPB	OTC	Unknown
CEBPB	POU5F1	Unknown
CEBPB	PPARG	Unknown
CEBPB	PRG2	Unknown
CEBPB	PTGS1	Unknown
CEBPB	SH2D3C	Unknown
CEBPB	SMAD3	Unknown
CEBPB	SMAD4	Unknown
CEBPB	SOD1	Unknown
CEBPB	TGFB1	Unknown
CEBPB	TRIM26	Unknown
CEBPB	UGT1A10	Unknown
CEBPB	SPINK1	Unknown
CEBPB	IGHG3	Unknown
CEBPB	IGF2	Unknown
CEBPB	ICAM1	Unknown
CEBPB	HPX	Unknown
CEBPB	HMGCS1	Unknown
CEBPB	FOS	Unknown
CEBPB	F3	Unknown
CEBPB	ELN	Unknown
CEBPB	DLC1	Unknown
CEBPB	CRH	Unknown
CEBPB	CHAT	Unknown
CEBPB	CETP	Unknown
CEBPB	CELF1	Unknown
CEBPB	CDH13	Unknown
CEBPB	CD19	Unknown
CEBPB	CD14	Unknown
CEBPB	CCL5	Unknown
CEBPB	CCL11	Unknown
CEBPB	AKR1C1	Unknown
CEBPB	AFP	Unknown
CEBPB	ADH6	Unknown
CEBPB	ABCC2	Unknown
CEBPB	IL12B	Unknown
CEBPB	IL17F	Unknown
CEBPD	CCL5	Unknown
CEBPD	CCND1	Unknown
CEBPD	CCNE1	Unknown
