name	id	type	tf	target	essential	developmental	mouse.ortholog	tumor.suppressor	proapoptotic	blood_cancer	breast_cancer	colorectal_cancer	gastric_cancer	liver_cancer	lung_cancer	nervous_system_cancer	pancreatic_cancer	prostate_cancer	sarcoma	skin_cancer
LEP	ENSG00000174697	protein_coding	F	T	F	T	Lep	F	F	F	F	F	F	F	F	F	F	F	F	F
FGFBP3	ENSG00000174721	protein_coding	F	F	T	F	Fgfbp3	F	F	T	F	T	T	F	F	F	F	F	F	F
PABPC5	ENSG00000174740	protein_coding	F	F	F	F	Pabpc5	F	F	F	F	F	F	F	F	F	F	F	F	F
C4orf32	ENSG00000174749	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PCP2	ENSG00000174788	protein_coding	F	F	F	F	Pcp2	F	F	F	F	F	F	F	F	F	F	F	F	F
C4orf26	ENSG00000174792	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
FZD4	ENSG00000174804	protein_coding	F	F	F	T	Fzd4	F	F	F	F	F	F	F	F	F	F	F	F	F
CD248	ENSG00000174807	protein_coding	F	F	F	F	Cd248	F	F	T	F	F	F	F	F	F	F	F	F	F
BTC	ENSG00000174808	protein_coding	F	F	F	F	Btc	F	F	F	F	F	F	F	F	F	F	F	F	F
PDZK1	ENSG00000174827	protein_coding	F	F	F	F	Pdzk1	F	F	F	F	T	F	F	F	F	F	F	F	F
PDE12	ENSG00000174840	protein_coding	F	F	T	F	Pde12	F	F	F	F	T	F	F	F	F	F	F	F	F
PQLC2L	ENSG00000174899	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
RAB1B	ENSG00000174903	protein_coding	F	F	F	F	Rab1b	F	F	T	F	F	F	F	F	F	F	F	F	F
OR9G1	ENSG00000174914	protein_coding	F	F	F	F	Olfr1016	F	F	F	F	F	F	F	F	F	F	F	F	F
C3orf33	ENSG00000174928	protein_coding	F	F	F	F	E130311K13Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
OR5M3	ENSG00000174937	protein_coding	F	F	F	F	Olfr1033	F	F	F	F	F	F	F	F	F	F	F	F	F
P2RY14	ENSG00000174944	protein_coding	F	F	F	F	P2ry14	F	F	F	F	F	F	F	F	F	F	F	F	F
GPR171	ENSG00000174946	protein_coding	F	F	F	F	Gpr171	F	F	F	F	F	F	F	F	F	F	F	F	F
GPR149	ENSG00000174948	protein_coding	F	F	F	F	Gpr149	F	F	F	F	T	F	F	F	F	F	F	F	F
OR5J2	ENSG00000174957	protein_coding	F	F	F	F	Olfr1052	F	F	F	F	F	F	F	F	F	F	F	F	F
OR10AG1	ENSG00000174970	protein_coding	F	F	F	F	Olfr1123	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4S2	ENSG00000174982	protein_coding	F	F	F	F	Olfr1193	F	F	F	F	F	F	F	F	F	F	F	F	F
ZG16	ENSG00000174992	protein_coding	F	F	F	F	Zg16	F	F	T	F	T	F	F	F	F	F	F	F	F
TEX36	ENSG00000175018	protein_coding	F	F	F	F	Tex36	F	F	F	F	F	F	F	F	F	F	F	F	F
CHST2	ENSG00000175040	protein_coding	F	F	F	T	Chst2	F	F	F	F	F	F	F	F	F	F	F	F	F
DSG4	ENSG00000175065	protein_coding	F	T	F	T	Dsg4	F	F	F	F	F	F	F	F	F	F	F	F	F
VCPIP1	ENSG00000175073	protein_coding	F	F	T	F	Vcpip1	F	F	T	F	T	F	F	F	F	F	F	F	F
RTP1	ENSG00000175077	protein_coding	F	F	F	F	Rtp1	F	F	F	F	F	F	F	F	F	F	F	F	F
PDIK1L	ENSG00000175087	protein_coding	F	F	F	F	Pdik1l	F	F	F	F	T	F	F	F	F	F	F	F	F
RAG2	ENSG00000175097	protein_coding	F	T	F	T	Rag2	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF654	ENSG00000175105	protein_coding	F	T	F	F	Zfp654	F	F	F	F	F	F	F	F	F	F	F	F	F
WFDC5	ENSG00000175121	protein_coding	F	F	F	F	Wfdc5	F	F	F	F	F	F	F	F	F	F	F	F	F
MARCKSL1	ENSG00000175130	protein_coding	F	F	F	F	Marcksl1	F	F	F	F	F	F	F	F	F	F	F	F	F
SH3BP5L	ENSG00000175137	protein_coding	F	F	F	F	Sh3bp5l	F	F	T	F	F	F	F	F	F	F	F	F	F
OR2T1	ENSG00000175143	protein_coding	F	F	F	F	Olfr31	F	F	F	F	F	F	F	F	F	F	F	F	F
ABO	ENSG00000175164	protein_coding	F	F	F	F	Abo	F	F	F	F	F	F	F	F	F	F	F	F	F
PPM1E	ENSG00000175175	protein_coding	F	F	F	F	Ppm1e	F	F	T	F	F	F	F	F	F	F	F	F	F
INHBC	ENSG00000175189	protein_coding	F	F	F	F	Inhbc	F	F	T	F	T	F	F	F	F	F	F	F	F
DDIT3	ENSG00000175197	protein_coding	T	T	T	T	Ddit3	F	F	F	F	T	F	T	F	F	F	F	F	F
HIGD2B	ENSG00000175202	protein_coding	F	F	F	F	Higd2a	F	F	F	F	F	F	F	F	F	F	F	F	F
NPPA	ENSG00000175206	protein_coding	F	T	T	F	Nppa	F	F	F	F	F	F	F	F	F	F	F	F	F
C1orf127	ENSG00000175262	protein_coding	F	F	F	F	Gm572	F	F	F	F	F	F	F	F	F	F	F	F	F
DOLK	ENSG00000175283	protein_coding	F	F	T	F	Dolk	F	F	F	F	F	F	F	F	F	F	F	F	F
ANKS4B	ENSG00000175311	protein_coding	F	F	F	F	Anks4b	F	F	F	F	F	F	T	F	F	F	F	F	F
CST6	ENSG00000175315	protein_coding	F	F	F	T	Cst6	T	F	F	F	F	F	F	F	F	F	F	F	F
PROP1	ENSG00000175325	protein_coding	F	F	F	T	Prop1	F	F	F	F	F	F	F	F	F	F	F	F	F
ISX	ENSG00000175329	protein_coding	F	F	F	F	Isx	F	F	F	F	F	F	F	F	F	F	F	F	F
APOF	ENSG00000175336	protein_coding	F	F	F	F	Apof	F	F	T	F	F	F	F	F	F	F	F	F	F
TMEM9B	ENSG00000175348	protein_coding	F	F	F	F	Tmem9b	F	F	T	F	F	F	F	F	F	F	F	F	F
NRIP3	ENSG00000175352	protein_coding	F	F	F	F	Nrip3	F	F	T	F	F	F	F	F	F	F	F	F	F
OR10P1	ENSG00000175398	protein_coding	F	F	F	F	Olfr796	F	F	F	F	F	F	F	F	F	F	F	F	F
OR52W1	ENSG00000175485	protein_coding	F	F	F	F	Olfr692	F	F	F	F	F	F	F	F	F	F	F	F	F
LRRC25	ENSG00000175489	protein_coding	F	F	F	F	Lrrc25	F	F	T	F	T	F	F	F	F	F	F	F	F
CLCF1	ENSG00000175505	protein_coding	F	F	T	T	Clcf1	F	F	F	F	F	F	F	F	F	T	F	F	F
GPR152	ENSG00000175514	protein_coding	F	F	F	F	Gpr152	F	F	F	F	F	F	F	F	F	F	F	F	F
UBQLNL	ENSG00000175518	protein_coding	F	F	F	F	Ubqlnl	F	F	F	F	F	F	F	F	F	F	F	F	F
UBQLN3	ENSG00000175520	protein_coding	F	F	F	F	Ubqln3	F	F	F	F	F	F	F	F	F	F	F	F	F
LIPT2	ENSG00000175536	protein_coding	F	F	T	F	Lipt2	F	F	F	F	T	F	F	F	F	F	F	F	F
KCNE3	ENSG00000175538	protein_coding	F	F	F	F	Kcne3	F	F	F	F	T	F	F	F	F	F	F	F	F
C11orf68	ENSG00000175573	protein_coding	F	F	F	F	AI837181	F	F	F	F	F	F	F	F	F	F	F	F	F
P2RY2	ENSG00000175591	protein_coding	F	F	F	T	P2ry2	F	F	F	T	T	F	F	F	F	F	F	F	F
FOSL1	ENSG00000175592	protein_coding	T	T	T	F	Fosl1	F	F	T	F	F	F	F	F	F	F	F	F	F
CCDC85B	ENSG00000175602	protein_coding	F	F	T	T	Ccdc85b	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4B1	ENSG00000175619	protein_coding	F	F	F	F	Olfr1272	F	F	F	F	F	F	F	F	F	F	F	F	F
RMI2	ENSG00000175643	protein_coding	F	F	F	F	Rmi2	F	F	F	F	F	F	F	F	F	F	F	F	F
PRM1	ENSG00000175646	protein_coding	F	T	F	T		F	F	F	F	F	F	F	F	F	F	F	F	F
LINC00116	ENSG00000175701	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
KDF1	ENSG00000175707	protein_coding	F	F	F	F	Kdf1	F	F	F	F	F	F	F	F	F	F	F	F	F
B3GNTL1	ENSG00000175711	protein_coding	F	F	T	F	B3gntl1	F	F	T	F	F	F	F	F	F	F	F	F	F
RBMXL3	ENSG00000175718	protein_coding	F	F	F	F	Rbmxl2	F	F	F	F	F	F	F	F	F	F	F	F	F
TTLL11	ENSG00000175764	protein_coding	F	F	F	F	Ttll11	F	F	T	F	F	F	T	F	F	F	F	F	F
TOMM5	ENSG00000175768	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
SLC35E3	ENSG00000175782	protein_coding	F	F	F	F	Slc35e3	F	F	T	F	T	F	F	F	F	F	F	F	F
SFN	ENSG00000175793	protein_coding	F	F	F	T	Sfn	T	F	F	F	F	F	F	F	F	F	F	F	F
ZNF645	ENSG00000175809	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
CCDC168	ENSG00000175820	protein_coding	F	F	F	F	Gm8251	F	F	F	F	F	F	F	F	F	F	F	F	F
CALCB	ENSG00000175868	protein_coding	F	F	T	F	Calcb	F	F	F	F	F	F	F	F	F	F	F	F	F
HOXD8	ENSG00000175879	protein_coding	T	F	T	T	Hoxd8	F	F	F	F	F	F	F	F	F	F	F	F	F
PLEKHF2	ENSG00000175895	protein_coding	F	T	F	F	Plekhf2	F	F	T	T	T	F	F	F	F	F	F	F	F
ARL4D	ENSG00000175906	protein_coding	F	F	F	F	Arl4d	F	F	F	F	F	F	F	F	F	F	F	F	F
DOK7	ENSG00000175920	protein_coding	F	F	F	F	Dok7	F	F	T	F	F	F	F	F	F	F	F	F	F
KLHL38	ENSG00000175946	protein_coding	F	F	F	F	Klhl38	F	F	F	F	T	F	F	F	F	F	F	F	F
PLEKHD1	ENSG00000175985	protein_coding	F	F	F	F	Plekhd1	F	F	F	F	F	F	F	F	F	F	F	F	F
ASCL3	ENSG00000176009	protein_coding	F	F	F	F	Ascl3	F	F	T	F	F	F	F	F	F	F	F	F	F
AMIGO3	ENSG00000176020	protein_coding	F	F	F	F	Amigo3	F	F	F	F	T	F	F	F	F	F	F	F	F
B3GALT6	ENSG00000176022	protein_coding	F	F	F	F	B3galt6	F	F	F	F	F	F	F	F	T	F	F	F	F
ZNF613	ENSG00000176024	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
MBLAC2	ENSG00000176055	protein_coding	F	F	F	F	Mblac2	F	F	F	F	F	F	F	F	F	F	F	F	F
KCNE5	ENSG00000176076	protein_coding	F	F	F	F	Kcne1l	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF683	ENSG00000176083	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
SLC35A4	ENSG00000176087	protein_coding	F	F	T	F	Slc35a4	F	F	F	F	T	F	T	F	F	F	F	F	F
CHMP6	ENSG00000176108	protein_coding	F	F	T	F	Chmp6	F	F	F	F	F	F	F	F	F	F	F	F	F
UFSP1	ENSG00000176125	protein_coding	F	F	T	F	Ufsp1	F	F	F	F	F	F	F	F	F	F	F	F	F
MC5R	ENSG00000176136	protein_coding	F	F	F	F	Mc5r	F	F	T	F	F	F	F	F	F	F	F	F	F
GPX2	ENSG00000176153	protein_coding	F	T	F	F	Gpx2	F	F	F	F	T	F	F	F	F	F	F	F	F
HSF5	ENSG00000176160	protein_coding	F	F	F	F	Hsf5	F	F	T	F	T	F	F	F	F	F	F	F	F
FOXG1	ENSG00000176165	protein_coding	T	F	F	T	Foxg1	F	F	F	F	F	F	F	F	F	F	F	F	F
MYPOP	ENSG00000176182	protein_coding	F	F	F	F	Mypop	F	F	F	F	T	F	F	F	F	F	F	F	F
OR11H4	ENSG00000176198	protein_coding	F	F	F	F	Olfr749	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4D11	ENSG00000176200	protein_coding	F	F	T	F	Olfr1423	F	F	F	F	F	F	F	F	F	F	F	F	F
OR11H6	ENSG00000176219	protein_coding	F	F	F	F	Olfr745	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4K17	ENSG00000176230	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR10H4	ENSG00000176231	protein_coding	F	F	F	F	Olfr63	F	F	F	F	F	F	F	F	F	F	F	F	F
OR51B6	ENSG00000176239	protein_coding	F	F	F	F	Olfr65	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4L1	ENSG00000176246	protein_coding	F	F	F	F	Olfr724	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4K13	ENSG00000176253	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR4F21	ENSG00000176269	protein_coding	F	F	F	F	Olfr1303	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4K5	ENSG00000176281	protein_coding	F	F	F	F	Olfr729	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4N2	ENSG00000176294	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR4M1	ENSG00000176299	protein_coding	F	F	F	F	Olfr734	F	F	F	F	F	F	F	F	F	F	F	F	F
COX8A	ENSG00000176340	protein_coding	F	F	F	F	Cox8a	F	F	F	F	T	F	F	F	F	F	F	F	F
PRR18	ENSG00000176381	protein_coding	F	F	F	F	Prr18	F	F	F	F	F	F	F	F	F	F	F	F	F
CDC26	ENSG00000176386	protein_coding	F	F	T	F	Cdc26	F	F	F	F	T	F	F	F	F	F	F	F	F
EID2	ENSG00000176396	protein_coding	F	F	F	T	Eid2	F	F	F	F	F	F	F	F	F	F	F	F	F
DMRTA1	ENSG00000176399	protein_coding	F	F	F	T	Dmrta1	F	F	F	F	F	F	F	F	F	F	F	F	F
GJC3	ENSG00000176402	protein_coding	F	F	F	T	Gjc3	F	F	F	F	F	F	F	F	F	F	F	F	F
KCMF1	ENSG00000176407	protein_coding	F	F	T	F	Kcmf1	F	F	T	T	T	F	T	F	T	F	F	F	F
DNAJC30	ENSG00000176410	protein_coding	F	F	F	F	Dnajc30	F	F	F	F	T	F	F	F	F	F	F	F	F
SPRYD4	ENSG00000176422	protein_coding	F	F	T	F	Spryd4	F	F	F	F	F	F	F	F	F	F	F	F	F
VPS37D	ENSG00000176428	protein_coding	F	F	F	F	Vps37d	F	F	F	F	T	F	F	F	F	F	F	F	F
CLEC14A	ENSG00000176435	protein_coding	F	F	F	F	Clec14a	F	F	F	F	F	F	F	F	F	F	F	F	F
DIRAS1	ENSG00000176490	protein_coding	F	F	F	F	Diras1	T	F	F	F	F	F	F	F	F	F	F	F	F
OR5AN1	ENSG00000176495	protein_coding	F	F	F	F	Olfr1437	F	F	F	F	F	F	F	F	F	F	F	F	F
PHLDB3	ENSG00000176531	protein_coding	F	F	F	F	Phldb3	F	F	F	F	F	F	F	F	F	F	F	F	F
PRR15	ENSG00000176532	protein_coding	F	F	F	T	Prr15	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4C5	ENSG00000176540	protein_coding	F	F	F	F	Olfr1260	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4C3	ENSG00000176547	protein_coding	F	F	T	F	Olfr1264	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4S1	ENSG00000176555	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
DCAF4L2	ENSG00000176566	protein_coding	F	F	F	F	Dcaf4	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4X1	ENSG00000176567	protein_coding	F	F	F	F	Olfr1268-ps1	F	F	F	F	F	F	F	F	F	F	F	F	F
KBTBD11	ENSG00000176595	protein_coding	F	F	F	F	Kbtbd11	F	F	F	F	F	F	F	F	F	F	F	F	F
C14orf177	ENSG00000176605	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
FOXL1	ENSG00000176678	protein_coding	F	F	F	T	Foxl1	F	F	F	F	F	F	F	F	F	F	F	F	F
TGIF2LY	ENSG00000176679	protein_coding	F	F	F	F	Tgif2lx1	F	F	F	F	F	F	F	F	F	F	F	F	F
LRRC37A	ENSG00000176681	protein_coding	F	F	F	F	Gm884	F	F	F	F	F	F	F	F	F	F	F	F	F
FOXC2	ENSG00000176692	protein_coding	T	F	F	T	Foxc2	F	F	F	F	F	F	F	F	F	F	F	F	F
CCDC121	ENSG00000176714	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
BOK	ENSG00000176720	protein_coding	F	F	F	F	Bok	F	T	F	F	F	F	F	F	F	F	F	F	F
ZNF843	ENSG00000176723	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR51V1	ENSG00000176742	protein_coding	F	F	F	F	Olfr624	F	F	F	F	F	F	F	F	F	F	F	F	F
MAGEB6	ENSG00000176746	protein_coding	F	F	F	F	Mageb3	F	F	F	F	F	F	F	F	F	F	F	F	F
MAGEB18	ENSG00000176774	protein_coding	F	F	F	F	Mageb18	F	F	F	F	F	F	T	F	F	F	F	F	F
DEFB104A	ENSG00000176782	protein_coding	F	T	F	F	Defb34	F	F	F	F	F	F	F	F	F	F	F	F	F
OR52E2	ENSG00000176787	protein_coding	F	F	F	F	Olfr589	F	F	F	F	F	F	F	F	F	F	F	F	F
BASP1	ENSG00000176788	protein_coding	F	F	F	T	Basp1	T	F	F	F	F	F	F	F	F	F	F	F	F
DEFB103A	ENSG00000176797	protein_coding	F	F	F	F	Defb14	F	F	F	F	F	F	F	F	F	F	F	F	F
SOX11	ENSG00000176887	protein_coding	F	F	T	T	Sox11	T	F	F	F	F	F	F	F	F	F	F	F	F
OR51G2	ENSG00000176893	protein_coding	F	F	F	F	Olfr577	F	F	F	F	F	F	F	F	F	F	F	F	F
OR51A7	ENSG00000176895	protein_coding	F	F	F	F	Olfr576	F	F	F	F	F	F	F	F	F	F	F	F	F
OR51T1	ENSG00000176900	protein_coding	F	F	F	F	Olfr574	F	F	F	F	F	F	F	F	F	F	F	F	F
PNMA1	ENSG00000176903	protein_coding	F	F	F	T	Pnma1	F	F	F	F	F	F	F	F	F	F	F	F	F
C8orf4	ENSG00000176907	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
MAMSTR	ENSG00000176909	protein_coding	F	F	F	F	Mamstr	F	F	F	F	F	F	F	F	F	F	F	F	F
OR51S1	ENSG00000176922	protein_coding	F	F	F	F	Olfr571	F	F	F	F	F	F	F	F	F	F	F	F	F
OR51F2	ENSG00000176925	protein_coding	F	F	F	F	Olfr568	F	F	F	F	F	F	F	F	F	F	F	F	F
GCNT4	ENSG00000176928	protein_coding	F	F	F	F	Gcnt4	F	F	F	F	F	F	F	F	F	F	F	F	F
FIBIN	ENSG00000176971	protein_coding	F	F	F	F	Fibin	F	F	F	F	F	F	F	F	F	F	F	F	F
FAM89B	ENSG00000176973	protein_coding	F	F	T	F	Fam89b	F	F	F	F	F	F	F	F	F	F	F	F	F
TRIM60	ENSG00000176979	protein_coding	F	F	F	F	Trim60	F	F	F	F	F	F	F	F	F	F	F	F	F
SMCR8	ENSG00000176994	protein_coding	F	F	F	F	Smcr8	F	F	F	F	F	F	F	F	F	F	F	F	F
DEFB104B	ENSG00000177023	protein_coding	F	F	F	F	Defb34	F	F	F	F	F	F	F	F	F	F	F	F	F
C19orf18	ENSG00000177025	protein_coding	F	F	F	F	2900092C05Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
MTX3	ENSG00000177034	protein_coding	F	F	F	F	Mtx3	F	F	F	F	F	F	F	F	F	F	F	F	F
SIX5	ENSG00000177045	protein_coding	F	F	T	T	Six5	F	F	F	F	T	F	F	F	F	F	F	F	F
IFNW1	ENSG00000177047	protein_coding	F	F	T	F		F	F	F	F	F	F	F	F	F	F	F	F	F
FBXO46	ENSG00000177051	protein_coding	F	F	F	F	Fbxo46	F	F	T	F	T	F	F	F	F	F	F	F	F
ACER2	ENSG00000177076	protein_coding	F	F	F	F	Acer2	F	F	F	F	T	F	F	F	F	F	F	F	F
FAM109B	ENSG00000177096	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
DSCAML1	ENSG00000177103	protein_coding	F	F	F	T	Dscaml1	F	F	T	F	F	F	F	F	F	F	F	F	F
RHOG	ENSG00000177105	protein_coding	F	F	F	T	Rhog	F	F	T	F	T	F	F	F	F	F	F	F	F
ZDHHC22	ENSG00000177108	protein_coding	F	F	F	F	Zdhhc22	F	F	F	F	F	F	F	F	F	F	F	F	F
ZBTB34	ENSG00000177125	protein_coding	F	F	F	F	Zbtb34	F	F	T	F	F	F	F	F	F	F	F	F	F
CETN1	ENSG00000177143	protein_coding	F	F	F	F	Cetn1	F	F	F	F	F	F	F	F	F	F	F	F	F
NUDT4P1	ENSG00000177144	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR2T35	ENSG00000177151	protein_coding	F	F	F	F	Olfr721-ps1	F	F	F	F	F	F	F	F	F	F	F	F	F
OR14C36	ENSG00000177174	protein_coding	F	F	F	F	Olfr292	F	F	F	F	F	F	F	F	F	F	F	F	F
RIMKLA	ENSG00000177181	protein_coding	F	F	F	F	Rimkla	F	F	T	F	T	F	F	F	F	F	F	F	F
OR2M7	ENSG00000177186	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR2T12	ENSG00000177201	protein_coding	F	F	F	F	Olfr314	F	F	F	F	F	F	F	F	F	F	F	F	F
SPACA4	ENSG00000177202	protein_coding	F	F	F	F	Spaca4	F	F	F	F	F	F	F	F	F	F	F	F	F
OR2T33	ENSG00000177212	protein_coding	F	F	F	F	Olfr314	F	F	F	F	F	F	F	F	F	F	F	F	F
TRIM72	ENSG00000177238	protein_coding	F	F	F	T	Trim72	F	F	T	F	F	T	F	F	F	F	F	F	F
DEFB103B	ENSG00000177243	protein_coding	F	F	F	F	Defb14	F	F	F	F	F	F	F	F	F	F	F	F	F
DEFB4B	ENSG00000177257	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
KCNA3	ENSG00000177272	protein_coding	F	F	F	F	Kcna3	F	F	F	F	F	F	F	F	F	F	F	F	F
OR2AJ1	ENSG00000177275	protein_coding	F	F	F	F	Olfr171	F	F	F	F	F	F	F	F	F	F	F	F	F
FZD8	ENSG00000177283	protein_coding	F	F	F	T	Fzd8	F	F	F	F	F	F	F	F	F	F	F	F	F
GJD4	ENSG00000177291	protein_coding	F	F	F	F	Gjd4	F	F	F	F	F	F	F	F	F	F	F	F	F
CLDN22	ENSG00000177300	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
KCNA2	ENSG00000177301	protein_coding	F	F	F	F	Kcna2	F	F	F	F	F	F	F	F	F	F	F	F	F
BEND2	ENSG00000177324	protein_coding	F	F	F	F	Gm15262	F	F	F	F	F	F	F	F	F	F	F	F	F
CCDC71	ENSG00000177352	protein_coding	F	F	F	F	Ccdc71	F	F	F	F	F	F	F	F	F	F	F	F	F
LRRN4CL	ENSG00000177363	protein_coding	F	F	F	F	Lrrn4cl	F	F	T	F	T	F	F	F	F	F	F	F	F
TIMM22	ENSG00000177370	protein_coding	F	F	T	F	Timm22	F	F	F	F	F	F	F	F	F	F	F	F	F
HIC1	ENSG00000177374	protein_coding	T	T	F	T	Hic1	T	F	F	F	F	F	F	F	F	F	F	F	F
MAGEF1	ENSG00000177383	protein_coding	F	T	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
NAP1L5	ENSG00000177432	protein_coding	F	F	F	F	Nap1l5	F	F	F	F	F	F	F	F	F	F	F	F	F
NIM1K	ENSG00000177453	protein_coding	F	F	F	F	Nim1k	F	F	F	F	F	F	F	F	F	F	F	F	F
ERICH5	ENSG00000177459	protein_coding	F	F	F	F	Erich5	F	F	F	F	F	F	F	F	F	F	F	F	F
OR2T8	ENSG00000177462	protein_coding	F	F	F	F	Olfr314	F	F	F	F	F	F	F	F	F	F	F	F	F
ACOT4	ENSG00000177465	protein_coding	F	F	F	F	Acot4	F	F	T	F	F	F	F	F	F	F	F	F	F
OLIG3	ENSG00000177468	protein_coding	F	F	F	F	Olig3	F	F	F	F	F	F	F	F	F	F	F	F	F
CAVIN1	ENSG00000177469	protein_coding	F	F	F	F	Cavin1	F	F	F	F	F	F	F	F	F	F	F	F	F
OR2G3	ENSG00000177476	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
RBM44	ENSG00000177483	protein_coding	F	F	F	F	Rbm44	F	F	F	F	F	F	F	F	F	F	F	F	F
ZBTB33	ENSG00000177485	protein_coding	F	F	F	F	Zbtb33	F	F	F	F	F	F	F	F	F	F	F	F	F
OR2G2	ENSG00000177489	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ZBED2	ENSG00000177494	protein_coding	F	F	T	F		F	F	F	F	F	F	F	F	F	F	F	F	F
VCX2	ENSG00000177504	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
RPRM	ENSG00000177519	protein_coding	F	F	F	F	Rprm	T	F	F	F	F	F	F	F	F	F	F	F	F
OR2B11	ENSG00000177535	protein_coding	F	F	F	F	Olfr222	F	F	F	F	F	F	F	F	F	F	F	F	F
NHLH2	ENSG00000177551	protein_coding	T	T	F	T	Nhlh2	F	F	F	F	F	F	F	F	F	F	F	F	F
FAM187B	ENSG00000177558	protein_coding	F	F	F	F	Fam187b	F	F	F	F	F	F	F	F	F	F	F	F	F
C18orf32	ENSG00000177576	protein_coding	F	F	F	F	BC031181	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF491	ENSG00000177599	protein_coding	F	F	F	F	Zfp78	F	F	F	F	F	F	F	F	F	F	F	F	F
HASPIN	ENSG00000177602	protein_coding	F	F	F	F	Haspin	F	F	F	F	F	F	F	F	F	F	F	F	F
JUN	ENSG00000177606	protein_coding	T	T	F	T	Jun	F	F	T	F	F	F	F	F	F	F	F	F	F
CSTF2T	ENSG00000177613	protein_coding	F	F	F	F	Cstf2t	F	F	F	F	F	F	F	F	F	T	F	F	F
MBOAT4	ENSG00000177669	protein_coding	F	F	T	F	Mboat4	F	F	F	F	F	F	F	F	F	F	F	F	F
TEX44	ENSG00000177673	protein_coding	F	F	F	F	Tex44	F	F	F	F	F	F	F	F	F	F	F	F	F
DEFB114	ENSG00000177684	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
SUMO4	ENSG00000177688	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
MAGEB10	ENSG00000177689	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
DNAJC28	ENSG00000177692	protein_coding	F	F	F	F	Dnajc28	F	F	T	F	T	F	F	F	F	F	F	F	F
OR4F4	ENSG00000177693	protein_coding	F	F	F	F	Olfr1293-ps	F	F	F	F	F	F	F	F	F	F	F	F	F
POLR2L	ENSG00000177700	protein_coding	F	F	T	F	Polr2l	F	F	F	F	T	F	F	F	F	F	F	F	F
SLC35G5	ENSG00000177710	protein_coding	F	F	F	F	Slc35g3	F	F	F	F	F	F	F	F	F	F	F	F	F
ANXA2R	ENSG00000177721	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
SOX12	ENSG00000177732	protein_coding	F	F	F	F	Sox12	F	F	F	F	F	F	F	F	F	F	F	F	F
HNRNPA0	ENSG00000177733	protein_coding	F	F	F	F	Hnrnpa0	F	F	F	F	T	F	F	F	F	F	F	F	F
